855,0.033842,1,0.033285,3,0.034023,37,0.034053,3,0.036185,29
1000,0.014964,2,0.014953,4,0.015038,94,0.015087,4,0.015754,89
568,0.013653,3,0.013411,7,0.013585,102,0.013515,7,0.01682,99
454,0.01226,4,0.012185,25,0.011312,287,0.012203,25,0.01278,288
980,0.0089623,5,0.0090155,30,0.0091557,329,0.0090297,30,0.0091606,361
387,0.0088287,6,0.0089061,37,0.0088888,354,0.0087783,37,0,387
524,0.0078471,7,0.0079025,39,0.0078896,367,0.007872,39,0.0083756,399
775,0.0070303,8,0.0071184,44,0.0072461,449,0.0071364,44,0.0075837,492
880,0.0069641,9,0.0068764,48,0.0070268,534,0.0069848,48,0.0074097,561
1131,0.0066198,10,0.0064989,49,0.0065826,564,0.0065449,49,0.0081487,579
1101,0.0062043,11,0.0062733,50,0.0061851,576,0.0061728,50,0.0065135,604
1384,0.0058945,12,0.0060706,51,0.0059892,581,0.0059356,51,0.0063002,618
851,0.0057411,13,0.0058154,52,0.0058318,755,0.0057838,52,0.0056645,801
40,0.0053778,14,0.0054207,54,0.0053256,889,0.0053883,54,0.0056534,900
144,0.0051582,15,0.0052222,57,0.0052245,1010,0.0052445,57,0.0050324,1037
1037,0.0051321,16,0.0048612,59,0.005224,1067,0.0050437,59,0,1092
1108,0.0049363,17,0.0049253,60,0.0050404,1127,0.005018,60,0.0052468,1144
604,0.0048629,18,0.0048661,61,0.0048308,1153,0.0048942,61,0,1172
512,0.0048017,19,0.0048494,62,0.0047759,1244,0.0047608,62,0.0047144,1239
508,0.0047735,20,0.0047643,63,0.0047549,1446,0.0047992,63,0.0048208,1461
574,0.00464,21,0.0046871,67,0.0046794,3,0.0046931,65,0.004827,3
793,0.0045855,22,0.0045667,71,0.004653,4,0.0046255,67,0.0047708,4
1135,0.0045673,23,0.0046983,74,0.0046584,7,0.0046438,71,0.0048848,7
363,0.0043048,24,0.0043439,78,0.0042641,25,0.0043314,74,0.0048734,25
1231,0.0041832,25,0.0042049,83,0.0042545,30,0.0042101,78,0.0044394,30
202,0.0041212,26,0.0039858,86,0.0041393,39,0.0041133,83,0.004266,37
1177,0.0040403,27,0.0041804,88,0.0040999,44,0.0040867,86,0.0038847,39
1479,0.0038858,28,0.0039623,91,0.0039378,48,0.003901,88,0.0038832,44
1215,0.003874,29,0.0038497,94,0.0039386,49,0.0039088,91,0.0041448,48
1402,0.0038484,30,0.0038845,96,0.0039163,50,0.0033047,94,0.0040614,49
659,0.003819,31,0.003823,104,0.0038499,51,0.0038139,96,0.0043063,50
1185,0.003685,32,0.0036466,105,0.0035772,52,0.0037074,104,0.0038857,51
900,0.0036631,33,0.0037199,106,0.0037317,54,0.0037046,105,0,52
762,0.0035827,34,0.0037306,107,0.0036518,57,0.0036247,106,0.0038026,54
191,0.0035749,35,0.003573,108,0.0035694,59,0.0035075,107,0.0039648,57
856,0.0035561,36,0.0036216,111,0.003613,60,0.0035309,108,0.0037641,59
278,0.0033263,37,0.0033644,112,0.0033635,61,0.0033576,111,0.0032946,60
956,0.0032376,38,0.0031832,120,0.003284,62,0.0032607,112,0.0033697,61
615,0.0032333,39,0.0032803,122,0.0032709,63,0.0032194,120,0.0033202,62
1408,0.0031808,40,0.0034478,126,0.0032336,67,0.0030326,122,0.003365,63
1364,0.0031389,41,0.0031602,127,0.0031903,71,0.0032809,126,0.0032158,67
72,0.0030903,42,0.0031433,128,0.0031131,74,0.0031073,127,0.0029291,71
1321,0.0030759,43,0.0030764,131,0.0030854,78,0.0030982,131,0.0031892,74
238,0.003054,44,0.0029227,133,0.0030982,83,0.0030584,133,0.0032172,78
1351,0.0030271,45,0.0030603,134,0.0030637,86,0.0030281,134,0.0032361,83
224,0.0030239,46,0.0030361,135,0.0030533,88,0.0030368,135,0.0029914,86
99,0.003012,47,0.0029935,139,0.0030381,91,0.0030631,139,0,88
892,0.0030045,48,0.0030407,145,0.003053,96,0.0030375,145,0.0030247,91
1041,0.0029946,49,0.0029974,146,0.0029201,104,0.0030639,146,0.0031109,94
935,0.0029436,50,0.0029901,148,0.003008,105,0.0029678,148,0.0030927,96
