id;my_type
2012081;new2001
2007490;new2001
2012089;new2001
2012087;new2001
2012088;new2001
2012086;new2001
2006524;new2001
2009290;new2001
2008908;new2001
2012092;new2001
2012091;new2001
2012090;new2001
2009294;new2001
2003295;new2001
2003294;new2001
2009298;new2001
2012096;new2001
2012095;new2001
2012094;new2001
2007452;new2001
2012093;new2001
2012130;new2001
2004998;new2001
2004997;new2001
2012131;new2001
2012132;new2001
2012133;new2001
2012134;new2001
2012135;new2001
2012136;new2001
2012137;new2001
2012138;new2001
2012139;new2001
2012140;new2001
2012141;new2001
2005016;new2001
2012143;new2001
2012142;new2001
2012145;new2001
2012144;new2001
2012147;new2001
2012146;new2001
2012149;new2001
2012148;new2001
2012150;new2001
2008000;new2001
2012152;new2001
2012151;new2001
2006749;new2001
2005003;new2001
2012109;new2001
2012112;new2001
2012113;new2001
2012110;new2001
2012111;new2001
2012116;new2001
2012117;new2001
2012114;new2001
2012115;new2001
2011419;new2001
2011420;new2001
2012118;new2001
2003364;new2001
2012120;new2001
2005248;new2001
2012119;new2001
2012124;new2001
2012123;new2001
2012122;new2001
2012121;new2001
2012126;new2001
2012125;new2001
2003296;new2001
2012129;new2001
2012128;new2001
2012127;new2001
2012174;new2001
2012173;new2001
2006450;new2001
2006786;new2001
2012171;new2001
2012172;new2001
2012168;new2001
2012167;new2001
2012170;new2001
2012169;new2001
2012164;new2001
2009315;new2001
2012166;new2001
2012165;new2001
2006593;new2001
2006595;new2001
2012180;new2001
2003366;new2001
2012179;new2001
2011422;new2001
2011394;new2001
2006742;new2001
2012177;new2001
2012178;new2001
2006466;new2001
2012175;new2001
2012176;new2001
2007423;new2001
2007424;new2001
2012158;new2001
2003250;new2001
2012157;new2001
2012156;new2001
2004970;new2001
2012155;new2001
2006424;new2001
2006770;new2001
2005022;new2001
2012154;new2001
2012153;new2001
2011349;new2001
2011350;new2001
2011348;new2001
2007386;new2001
2011241;new2001
2011242;new2001
2011243;new2001
2006548;new2001
2011244;new2001
2012163;new2001
2012161;new2001
2012162;new2001
2012160;new2001
2005002;new2001
2004999;new2001
2012159;new2001
2012212;new2001
2012211;new2001
2012214;new2001
2012213;new2001
2012215;new2001
2012216;new2001
2005051;new2001
2009255;new2001
2012206;new2001
2012207;new2001
2011222;new2001
2012208;new2001
2012210;new2001
2012209;new2001
2012224;new2001
2012225;new2001
2009314;new2001
2004995;new2001
2004314;new2001
2012217;new2001
2012218;new2001
2012219;new2001
2012220;new2001
2011461;new2001
2012221;new2001
2012222;new2001
2012223;new2001
2012189;new2001
2012188;new2001
2012187;new2001
2012186;new2001
2012193;new2001
2012192;new2001
2012191;new2001
2012190;new2001
2003251;new2001
2012182;new2001
2012181;new2001
2012185;new2001
2006495;new2001
2012184;new2001
2012183;new2001
2012202;new2001
2012203;new2001
2012200;new2001
2012201;new2001
2012204;new2001
2012205;new2001
2012195;new2001
2011339;new2001
2012194;new2001
2012198;new2001
2012199;new2001
2012196;new2001
2012197;new2001
2012252;new2001
2012253;new2001
2012250;new2001
2012251;new2001
2012248;new2001
2012249;new2001
2011205;new2001
2012247;new2001
2012257;new2001
2012258;new2001
2011178;new2001
2012255;new2001
2012256;new2001
2012254;new2001
2012245;new2001
2012244;new2001
2012243;new2001
2012242;new2001
2012241;new2001
2012240;new2001
2012239;new2001
2012246;new2001
2008980;new2001
2011180;new2001
2007586;new2001
2005962;new2001
2006150;new2001
2003155;new2001
2007236;new2001
2012232;new2001
2012233;new2001
2012234;new2001
2012231;new2001
2009073;new2001
2004923;new2001
2004910;new2001
2003923;new2001
2003088;new2001
2012237;new2001
2012238;new2001
2003087;new2001
2012235;new2001
2012236;new2001
2012228;new2001
2012226;new2001
2012227;new2001
2005176;new2001
2012230;new2001
2005121;new2001
2012229;new2001
2007588;new2001
2007585;new2001
2007583;new2001
2012287;new2001
2012288;new2001
2007321;new2001
2009040;new2001
2012289;new2001
2012290;new2001
2004755;new2001
2012291;new2001
2007653;new2001
2012280;new2001
2012279;new2001
2012278;new2001
2012277;new2001
2012282;new2001
2012281;new2001
2006574;new2001
2012283;new2001
2009336;new2001
2012286;new2001
2012285;new2001
2012284;new2001
2012263;new2001
2007509;new2001
2012264;new2001
2012265;new2001
2012266;new2001
2012267;new2001
2012268;new2001
2012269;new2001
2012270;new2001
2012271;new2001
2012272;new2001
2012273;new2001
2012274;new2001
2012275;new2001
2012276;new2001
2007699;new2001
2003174;new2001
2012260;new2001
2012259;new2001
2009093;new2001
2004844;new2001
2012261;new2001
2007206;new2001
2012262;new2001
2009098;new2001
2009055;new2001
2003482;new2001
2009444;new2001
2007673;new2001
2003238;new2001
2012314;new2001
2003214;new2001
2012313;new2001
2012312;new2001
2004822;new2001
2012311;new2001
2003728;new2001
2012310;new2001
2010474;new2001
2010475;new2001
2007507;new2001
2003086;new2001
2012309;new2001
2009459;new2001
2012307;new2001
2012308;new2001
2007522;new2001
2007523;new2001
2007477;new2001
2012306;new2001
2012305;new2001
2006244;new2001
2012304;new2001
2007519;new2001
2008776;new2001
2005475;new2001
2003429;new2001
2007646;new2001
2007651;new2001
2005227;new2001
2005211;new2001
2012303;new2001
2005884;new2001
2012302;new2001
2012301;new2001
2006162;new2001
2012299;new2001
2012300;new2001
2003105;new2001
2009451;new2001
2012296;new2001
2003205;new2001
2012297;new2001
2012298;new2001
2012293;new2001
2012294;new2001
2012295;new2001
2012292;new2001
2003114;new2001
2012344;new2001
2012343;new2001
2012342;new2001
2012345;new2001
2007345;new2001
2012339;new2001
2012338;new2001
2008078;new2001
2006041;new2001
2012341;new2001
2004857;new2001
2012340;new2001
2012334;new2001
2012335;new2001
2012333;new2001
2003487;new2001
2012337;new2001
2012336;new2001
2009358;new2001
2009340;new2001
2012329;new2001
2012327;new2001
2012328;new2001
2012331;new2001
2012332;new2001
2012330;new2001
2009402;new2001
2012326;new2001
2003717;new2001
2003947;new2001
2009403;new2001
2009404;new2001
2004659;new2001
2007594;new2001
2012322;new2001
2009472;new2001
2012324;new2001
2012323;new2001
2005939;new2001
2012325;new2001
2004855;new2001
2007644;new2001
2007643;new2001
2009443;new2001
2012319;new2001
2012320;new2001
2003168;new2001
2012321;new2001
2009057;new2001
2004913;new2001
2012315;new2001
2012316;new2001
2012317;new2001
2012318;new2001
2012392;new2001
2012393;new2001
2012394;new2001
2006375;new2001
2006370;new2001
2012395;new2001
2012396;new2001
2007689;new2001
2012385;new2001
2012386;new2001
2012387;new2001
2012388;new2001
2012389;new2001
2005152;new2001
2012390;new2001
2012391;new2001
2012404;new2001
2012403;new2001
2012405;new2001
2007569;new2001
2012407;new2001
2012406;new2001
2012408;new2001
2007567;new2001
2003387;new2001
2012398;new2001
2012397;new2001
2012400;new2001
2012399;new2001
2012402;new2001
2012401;new2001
2007531;new2001
2003500;new2001
2012414;new2001
2012416;new2001
2010929;new2001
2012415;new2001
2003603;new2001
2012410;new2001
2012409;new2001
2003153;new2001
2012413;new2001
2009435;new2001
2012411;new2001
2012412;new2001
2012424;new2001
2009426;new2001
2012423;new2001
2012422;new2001
2012427;new2001
2012426;new2001
2012425;new2001
2008669;new2001
2012417;new2001
2012421;new2001
2012420;new2001
2012419;new2001
2012418;new2001
2003824;new2001
2012355;new2001
2012356;new2001
2003193;new2001
2012351;new2001
2012352;new2001
2012353;new2001
2012354;new2001
2012348;new2001
2012349;new2001
2007299;new2001
2012350;new2001
2012346;new2001
2012347;new2001
2012364;new2001
2012365;new2001
2009271;new2001
2011699;new2001
2009581;new2001
2012363;new2001
2012361;new2001
2008583;new2001
2006364;new2001
2012362;new2001
2012358;new2001
2012357;new2001
2012360;new2001
2012359;new2001
2012376;new2001
2012377;new2001
2012374;new2001
2012375;new2001
2007678;new2001
2012373;new2001
2012371;new2001
2012372;new2001
2006400;new2001
2012370;new2001
2012368;new2001
2012369;new2001
2012367;new2001
2007858;new2001
2004188;new2001
2012366;new2001
2012384;new2001
2003640;new2001
2012383;new2001
2008510;new2001
2012382;new2001
2008603;new2001
2012381;new2001
2010536;new2001
2010503;new2001
2012380;new2001
2012379;new2001
2012378;new2001
2005520;new2001
2005521;new2001
2012460;new2001
2012459;new2001
2004609;new2001
2012462;new2001
2012461;new2001
2012464;new2001
2012463;new2001
2012466;new2001
2012465;new2001
2007756;new2001
2010429;new2001
2012467;new2001
2012468;new2001
2006316;new2001
2012469;new2001
2003643;new2001
2012470;new2001
2005824;new2001
2012471;new2001
2005372;new2001
2005378;new2001
2012472;new2001
2008505;new2001
2012473;new2001
2012474;new2001
2003204;new2001
2004899;new2001
2010876;new2001
2003620;new2001
2005338;new2001
2003621;new2001
2012475;new2001
2007734;new2001
2007731;new2001
2012478;new2001
2012477;new2001
2012476;new2001
2003663;new2001
2012481;new2001
2012479;new2001
2012480;new2001
2012483;new2001
2012482;new2001
2012485;new2001
2012486;new2001
2011324;new2001
2012484;new2001
2009745;new2001
2008750;new2001
2012487;new2001
2012488;new2001
2012430;new2001
2012429;new2001
2012428;new2001
2006399;new2001
2012433;new2001
2012435;new2001
2012434;new2001
2005597;new2001
2012432;new2001
2012431;new2001
2005311;new2001
2012437;new2001
2010791;new2001
2010790;new2001
2012436;new2001
2004228;new2001
2007613;new2001
2012440;new2001
2007612;new2001
2012441;new2001
2012438;new2001
2012439;new2001
2003132;new2001
2009694;new2001
2012445;new2001
2006374;new2001
2012444;new2001
2012443;new2001
2012442;new2001
2012450;new2001
2012449;new2001
2012448;new2001
2012447;new2001
2012446;new2001
2004174;new2001
2003243;new2001
2003551;new2001
2012455;new2001
2012453;new2001
2012454;new2001
2012452;new2001
2007813;new2001
2012451;new2001
2011571;new2001
2012458;new2001
2012457;new2001
2003509;new2001
2012456;new2001
2005225;new2001
2005235;new2001
2012536;new2001
2012534;new2001
2012535;new2001
2012538;new2001
2012539;new2001
2012537;new2001
2009753;new2001
2012530;new2001
2012528;new2001
2012529;new2001
2012532;new2001
2012533;new2001
2012531;new2001
2009684;new2001
2012525;new2001
2012524;new2001
2012523;new2001
2012527;new2001
2010884;new2001
2012526;new2001
2012518;new2001
2012517;new2001
2012516;new2001
2006151;new2001
2012522;new2001
2012521;new2001
2012520;new2001
2012519;new2001
2012554;new2001
2012555;new2001
2012556;new2001
2005524;new2001
2009139;new2001
2009628;new2001
2012551;new2001
2011095;new2001
2004187;new2001
2012552;new2001
2010052;new2001
2012553;new2001
2012546;new2001
2006627;new2001
2012548;new2001
2012547;new2001
2012550;new2001
2012549;new2001
2009608;new2001
2012541;new2001
2012540;new2001
2012543;new2001
2012542;new2001
2012544;new2001
2012545;new2001
2004553;new2001
2012502;new2001
2012503;new2001
2006210;new2001
2004515;new2001
2003646;new2001
2008561;new2001
2008672;new2001
2012501;new2001
2009393;new2001
2009385;new2001
2012500;new2001
2005949;new2001
2005649;new2001
2012499;new2001
2012498;new2001
2012497;new2001
2012496;new2001
2012495;new2001
2012494;new2001
2012493;new2001
2012492;new2001
2012491;new2001
2005464;new2001
2006837;new2001
2012490;new2001
2004451;new2001
2003633;new2001
2012489;new2001
2012514;new2001
2005709;new2001
2012515;new2001
2005511;new2001
2005452;new2001
2012512;new2001
2012513;new2001
2009595;new2001
2005401;new2001
2003932;new2001
2005345;new2001
2012510;new2001
2012511;new2001
2010434;new2001
2012509;new2001
2012508;new2001
2012507;new2001
2009626;new2001
2009629;new2001
2009625;new2001
2009606;new2001
2012506;new2001
2012504;new2001
2005307;new2001
2012505;new2001
2003684;new2001
2010593;new2001
2010592;new2001
2012588;new2001
2012587;new2001
2009469;new2001
2012590;new2001
2004858;new2001
2012589;new2001
2009163;new2001
2003611;new2001
2012592;new2001
2012591;new2001
2010734;new2001
2012578;new2001
2012579;new2001
2012580;new2001
2012581;new2001
2006782;new2001
2003627;new2001
2007778;new2001
2012583;new2001
2012582;new2001
2012586;new2001
2004718;new2001
2012584;new2001
2012585;new2001
2005439;new2001
2005946;new2001
2005986;new2001
2003195;new2001
2012603;new2001
2012604;new2001
2005784;new2001
2012606;new2001
2012605;new2001
2012607;new2001
2003593;new2001
2012609;new2001
2012608;new2001
2009578;new2001
2012593;new2001
2012594;new2001
2007733;new2001
2012595;new2001
2008533;new2001
2012596;new2001
2012597;new2001
2012598;new2001
2012599;new2001
2012600;new2001
2012601;new2001
2004616;new2001
2004557;new2001
2012602;new2001
2003686;new2001
2003683;new2001
2012565;new2001
2012564;new2001
2012563;new2001
2012562;new2001
2008499;new2001
2006242;new2001
2004220;new2001
2012568;new2001
2012567;new2001
2012566;new2001
2010106;new2001
2009750;new2001
2012559;new2001
2004638;new2001
2012558;new2001
2012557;new2001
2006005;new2001
2012561;new2001
2007032;new2001
2006925;new2001
2012560;new2001
2007069;new2001
2008142;new2001
2008138;new2001
2008139;new2001
2008140;new2001
2006708;new2001
2010575;new2001
2003504;new2001
2006147;new2001
2009685;new2001
2012576;new2001
2012577;new2001
2003782;new2001
2012574;new2001
2012573;new2001
2010024;new2001
2012575;new2001
2012569;new2001
2012570;new2001
2010023;new2001
2012571;new2001
2010225;new2001
2005770;new2001
2010233;new2001
2007137;new2001
2012572;new2001
2006901;new2001
2009875;new2001
2009874;new2001
2009957;new2001
2012665;new2001
2012666;new2001
2008690;new2001
2008666;new2001
2007955;new2001
2007120;new2001
2007121;new2001
2012664;new2001
2008002;new2001
2008003;new2001
2008700;new2001
2005276;new2001
2012676;new2001
2012675;new2001
2006630;new2001
2012677;new2001
2012673;new2001
2012672;new2001
2007846;new2001
2012674;new2001
2010231;new2001
2012670;new2001
2011581;new2001
2012671;new2001
2011282;new2001
2012667;new2001
2012669;new2001
2012668;new2001
2012650;new2001
2012651;new2001
2012648;new2001
2012649;new2001
2012647;new2001
2012645;new2001
2012646;new2001
2012643;new2001
2012644;new2001
2012641;new2001
2012642;new2001
2012639;new2001
2012640;new2001
2011032;new2001
2012663;new2001
2012662;new2001
2012661;new2001
2012660;new2001
2012659;new2001
2006993;new2001
2012658;new2001
2012657;new2001
2012656;new2001
2012655;new2001
2012654;new2001
2012653;new2001
2012652;new2001
2012626;new2001
2012627;new2001
2011398;new2001
2012628;new2001
2012629;new2001
2007043;new2001
2012630;new2001
2009775;new2001
2006384;new2001
2012623;new2001
2012624;new2001
2007184;new2001
2004206;new2001
2012625;new2001
2008031;new2001
2011676;new2001
2006886;new2001
2012636;new2001
2012638;new2001
2012637;new2001
2004644;new2001
2012632;new2001
2012631;new2001
2012634;new2001
2012633;new2001
2003654;new2001
2012635;new2001
2012616;new2001
2012617;new2001
2007843;new2001
2012615;new2001
2012618;new2001
2007962;new2001
2006405;new2001
2012611;new2001
2007020;new2001
2007874;new2001
2012610;new2001
2012613;new2001
2012614;new2001
2012612;new2001
2009691;new2001
2011620;new2001
2009729;new2001
2008714;new2001
2012622;new2001
2012621;new2001
2008091;new2001
2012619;new2001
2010719;new2001
2010717;new2001
2011033;new2001
2012620;new2001
2012738;new2001
2012737;new2001
2012740;new2001
2012739;new2001
2012735;new2001
2012734;new2001
2012736;new2001
2007140;new2001
2012743;new2001
2009721;new2001
2012744;new2001
2011845;new2001
2012741;new2001
2012742;new2001
2011742;new2001
2012749;new2001
2012750;new2001
2012751;new2001
2004050;new2001
2012745;new2001
2012746;new2001
2012747;new2001
2012748;new2001
2012752;new2001
2010047;new2001
2010039;new2001
2006974;new2001
2010038;new2001
2010040;new2001
2010036;new2001
2012718;new2001
2012717;new2001
2012716;new2001
2012715;new2001
2012714;new2001
2011060;new2001
2012723;new2001
2012722;new2001
2012721;new2001
2006918;new2001
2012720;new2001
2006893;new2001
2012719;new2001
2012727;new2001
2012728;new2001
2006984;new2001
2012726;new2001
2012724;new2001
2012725;new2001
2012732;new2001
2012733;new2001
2012731;new2001
2009877;new2001
2012729;new2001
2012730;new2001
2012695;new2001
2012694;new2001
2012697;new2001
2012696;new2001
2012699;new2001
2012698;new2001
2012700;new2001
2006601;new2001
2012701;new2001
2011541;new2001
2011544;new2001
2012703;new2001
2012702;new2001
2008682;new2001
2012704;new2001
2012705;new2001
2012706;new2001
2012707;new2001
2012708;new2001
2012709;new2001
2012710;new2001
2009004;new2001
2012711;new2001
2007840;new2001
2004511;new2001
2012712;new2001
2012713;new2001
2012679;new2001
2006846;new2001
2011068;new2001
2012678;new2001
2012682;new2001
2006232;new2001
2012681;new2001
2012680;new2001
2012684;new2001
2006260;new2001
2012683;new2001
2012686;new2001
2009656;new2001
2012685;new2001
2007102;new2001
2008065;new2001
2012689;new2001
2012687;new2001
2012688;new2001
2006900;new2001
2012690;new2001
2009978;new2001
2006913;new2001
2005995;new2001
2007886;new2001
2004099;new2001
2012693;new2001
2012691;new2001
2012692;new2001
2012821;new2001
2012822;new2001
2011675;new2001
2006885;new2001
2010061;new2001
2010773;new2001
2009827;new2001
2012820;new2001
2012818;new2001
2012819;new2001
2012816;new2001
2012817;new2001
2008017;new2001
2012815;new2001
2007360;new2001
2012814;new2001
2012813;new2001
2012812;new2001
2012811;new2001
2011796;new2001
2009774;new2001
2012810;new2001
2012809;new2001
2008090;new2001
2012808;new2001
2012807;new2001
2012806;new2001
2010809;new2001
2009958;new2001
2012804;new2001
2012805;new2001
2009728;new2001
2012802;new2001
2012803;new2001
2012800;new2001
2004471;new2001
2012801;new2001
2012797;new2001
2012798;new2001
2012799;new2001
2007024;new2001
2007025;new2001
2012796;new2001
2012795;new2001
2010733;new2001
2012794;new2001
2012793;new2001
2007991;new2001
2004462;new2001
2006286;new2001
2008999;new2001
2011046;new2001
2011047;new2001
2012791;new2001
2010222;new2001
2012789;new2001
2012790;new2001
2009926;new2001
2012792;new2001
2012787;new2001
2012788;new2001
2009986;new2001
2008837;new2001
2009014;new2001
2012784;new2001
2012783;new2001
2012782;new2001
2012781;new2001
2012786;new2001
2012785;new2001
2006791;new2001
2012778;new2001
2012777;new2001
2012776;new2001
2012780;new2001
2006257;new2001
2012779;new2001
2006111;new2001
2012768;new2001
2012769;new2001
2012770;new2001
2012771;new2001
2012772;new2001
2012773;new2001
2012774;new2001
2012775;new2001
2012765;new2001
2012766;new2001
2009658;new2001
2007135;new2001
2007134;new2001
2011614;new2001
2012767;new2001
2010020;new2001
2012758;new2001
2012760;new2001
2012759;new2001
2012762;new2001
2012761;new2001
2012764;new2001
2012763;new2001
2008097;new2001
2012753;new2001
2012754;new2001
2011767;new2001
2012756;new2001
2012755;new2001
2012757;new2001
2005804;new2001
2012888;new2001
2006799;new2001
2012887;new2001
2012886;new2001
2005473;new2001
2012894;new2001
2012893;new2001
2012892;new2001
2012891;new2001
2012890;new2001
2012889;new2001
2008122;new2001
2012879;new2001
2006727;new2001
2012878;new2001
2009821;new2001
2012877;new2001
2004510;new2001
2012876;new2001
2012884;new2001
2012885;new2001
2012882;new2001
2012883;new2001
2012881;new2001
2012880;new2001
2009708;new2001
2009709;new2001
2012873;new2001
2009751;new2001
2009711;new2001
2004788;new2001
2012872;new2001
2012871;new2001
2012875;new2001
2011619;new2001
2007956;new2001
2006970;new2001
2008096;new2001
2012874;new2001
2012864;new2001
2012865;new2001
2009878;new2001
2011629;new2001
2010738;new2001
2008050;new2001
2012868;new2001
2012869;new2001
2012870;new2001
2009989;new2001
2008093;new2001
2012866;new2001
2012867;new2001
2012855;new2001
2012854;new2001
2012853;new2001
2012852;new2001
2012858;new2001
2012857;new2001
2012856;new2001
2003658;new2001
2005715;new2001
2012859;new2001
2011834;new2001
2012863;new2001
2012862;new2001
2012861;new2001
2012860;new2001
2012841;new2001
2012839;new2001
2012840;new2001
2012844;new2001
2012845;new2001
2012842;new2001
2012843;new2001
2012847;new2001
2012848;new2001
2012846;new2001
2011857;new2001
2010172;new2001
2012851;new2001
2012849;new2001
2012850;new2001
2012834;new2001
2010770;new2001
2012835;new2001
2004613;new2001
2012836;new2001
2009881;new2001
2006528;new2001
2006873;new2001
2011610;new2001
2012837;new2001
2010075;new2001
2010551;new2001
2007050;new2001
2012838;new2001
2012823;new2001
2009778;new2001
2012824;new2001
2012825;new2001
2012826;new2001
2012827;new2001
2012828;new2001
2012829;new2001
2011574;new2001
2007191;new2001
2012830;new2001
2012831;new2001
2012832;new2001
2009891;new2001
2007879;new2001
2012833;new2001
2009786;new2001
2012955;new2001
2012956;new2001
2012957;new2001
2012958;new2001
2012959;new2001
2012960;new2001
2012961;new2001
2012962;new2001
2007045;new2001
2003080;new2001
2012963;new2001
2007075;new2001
2012949;new2001
2012951;new2001
2012950;new2001
2006558;new2001
2010029;new2001
2010025;new2001
2010030;new2001
2007851;new2001
2012952;new2001
2012953;new2001
2011764;new2001
2010632;new2001
2012954;new2001
2006652;new2001
2003754;new2001
2009590;new2001
2012980;new2001
2012981;new2001
2012978;new2001
2012979;new2001
2012983;new2001
2012984;new2001
2011714;new2001
2012982;new2001
2012987;new2001
2012985;new2001
2012986;new2001
2012967;new2001
2012966;new2001
2012965;new2001
2012964;new2001
2012971;new2001
2012970;new2001
2012969;new2001
2012968;new2001
2012974;new2001
2012973;new2001
2012972;new2001
2012977;new2001
2011815;new2001
2012976;new2001
2012975;new2001
2012998;new2001
2009849;new2001
2006863;new2001
2012995;new2001
2007082;new2001
2012996;new2001
2012997;new2001
2008125;new2001
2013001;new2001
2013002;new2001
2013003;new2001
2012999;new2001
2013000;new2001
2012991;new2001
2012990;new2001
2011769;new2001
2007818;new2001
2012988;new2001
2012989;new2001
2011546;new2001
2007989;new2001
2012994;new2001
2011617;new2001
2011635;new2001
2012993;new2001
2012992;new2001
2013016;new2001
2013017;new2001
2013015;new2001
2006854;new2001
2013013;new2001
2013014;new2001
2013012;new2001
2013023;new2001
2013021;new2001
2013022;new2001
2013019;new2001
2013020;new2001
2013018;new2001
2008052;new2001
2013007;new2001
2013006;new2001
2013005;new2001
2004201;new2001
2013004;new2001
2006802;new2001
2006814;new2001
2013011;new2001
2013010;new2001
2013009;new2001
2006830;new2001
2013008;new2001
2012903;new2001
2012902;new2001
2012905;new2001
2012904;new2001
2012906;new2001
2010973;new2001
2012907;new2001
2012900;new2001
2010686;new2001
2011021;new2001
2012901;new2001
2010115;new2001
2003758;new2001
2009718;new2001
2004787;new2001
2006607;new2001
2012899;new2001
2007048;new2001
2012895;new2001
2007958;new2001
2012896;new2001
2012897;new2001
2007158;new2001
2012898;new2001
2007150;new2001
2012917;new2001
2012916;new2001
2007109;new2001
2012915;new2001
2006379;new2001
2012919;new2001
2012918;new2001
2012913;new2001
2012912;new2001
2007117;new2001
2005337;new2001
2011179;new2001
2012914;new2001
2011521;new2001
2003647;new2001
2009961;new2001
2007052;new2001
2011704;new2001
2012911;new2001
2011718;new2001
2010448;new2001
2012908;new2001
2007822;new2001
2008053;new2001
2011039;new2001
2012909;new2001
2012910;new2001
2012927;new2001
2009937;new2001
2012928;new2001
2010141;new2001
2010144;new2001
2007860;new2001
2007133;new2001
2008023;new2001
2010188;new2001
2006267;new2001
2012926;new2001
2012924;new2001
2006968;new2001
2012925;new2001
2008468;new2001
2007897;new2001
2012922;new2001
2012923;new2001
2005801;new2001
2004311;new2001
2007881;new2001
2007057;new2001
2009962;new2001
2012920;new2001
2012921;new2001
2005822;new2001
2012948;new2001
2012947;new2001
2009018;new2001
2010859;new2001
2012946;new2001
2012945;new2001
2010574;new2001
2008791;new2001
2012944;new2001
2012943;new2001
2012942;new2001
2012941;new2001
2012940;new2001
2012938;new2001
2012939;new2001
2012937;new2001
2006891;new2001
2012936;new2001
2012934;new2001
2012935;new2001
2012933;new2001
2009724;new2001
2012931;new2001
2012932;new2001
2009959;new2001
2012929;new2001
2012930;new2001
2013054;new2001
2009865;new2001
2013052;new2001
2013053;new2001
2013055;new2001
2013056;new2001
2009003;new2001
2006990;new2001
2013059;new2001
2013057;new2001
2013058;new2001
2007687;new2001
2013062;new2001
2013060;new2001
2013061;new2001
2013064;new2001
2010147;new2001
2013063;new2001
2007710;new2001
2013067;new2001
2013066;new2001
2013065;new2001
2013071;new2001
2013070;new2001
2013069;new2001
2013068;new2001
2013075;new2001
2013074;new2001
2013073;new2001
2013072;new2001
2013076;new2001
2004664;new2001
2004588;new2001
2013077;new2001
2013078;new2001
2013079;new2001
2013080;new2001
2010775;new2001
2009854;new2001
2009857;new2001
2013081;new2001
2010046;new2001
2004374;new2001
2013082;new2001
2013084;new2001
2013083;new2001
2013086;new2001
2013085;new2001
2013088;new2001
2013087;new2001
2013089;new2001
2006835;new2001
2013090;new2001
2013092;new2001
2013091;new2001
2013094;new2001
2013093;new2001
2013095;new2001
2004221;new2001
2013099;new2001
2013098;new2001
2008012;new2001
2013096;new2001
2013097;new2001
2010198;new2001
2010202;new2001
2013102;new2001
2013103;new2001
2013101;new2001
2007080;new2001
2011864;new2001
2008763;new2001
2013100;new2001
2008705;new2001
2013105;new2001
2013104;new2001
2008158;new2001
2005661;new2001
2003992;new2001
2007595;new2001
2013106;new2001
2003802;new2001
2011310;new2001
2007598;new2001
2008389;new2001
2013109;new2001
2007575;new2001
2013107;new2001
2006140;new2001
2013108;new2001
2005763;new2001
2013113;new2001
2013110;new2001
2013111;new2001
2007514;new2001
2013112;new2001
2013116;new2001
2013117;new2001
2010416;new2001
2013115;new2001
2013114;new2001
2013119;new2001
2003765;new2001
2013121;new2001
2013120;new2001
2013118;new2001
2010290;new2001
2005638;new2001
2013026;new2001
2010244;new2001
2013027;new2001
2005467;new2001
2011457;new2001
2010117;new2001
2013024;new2001
2003480;new2001
2013025;new2001
2005179;new2001
2008069;new2001
2013032;new2001
2003503;new2001
2013031;new2001
2003780;new2001
2003900;new2001
2013029;new2001
2013028;new2001
2003767;new2001
2004042;new2001
2013030;new2001
2005684;new2001
2008382;new2001
2010362;new2001
2003815;new2001
2005663;new2001
2013033;new2001
2005551;new2001
2005639;new2001
2004147;new2001
2013038;new2001
2010311;new2001
2013039;new2001
2013040;new2001
2004103;new2001
2013034;new2001
2013035;new2001
2013036;new2001
2013037;new2001
2003920;new2001
2013044;new2001
2013043;new2001
2013042;new2001
2004106;new2001
2003810;new2001
2013041;new2001
2003984;new2001
2008147;new2001
2004140;new2001
2005552;new2001
2005577;new2001
2005768;new2001
2005645;new2001
2004107;new2001
2010286;new2001
2013045;new2001
2005536;new2001
2005535;new2001
2005534;new2001
2008173;new2001
2008161;new2001
2010282;new2001
2010281;new2001
2008162;new2001
2010310;new2001
2013051;new2001
2005630;new2001
2013048;new2001
2013049;new2001
2013050;new2001
2008310;new2001
2004150;new2001
2013047;new2001
2003918;new2001
2010254;new2001
2004143;new2001
2010255;new2001
2013046;new2001
2013205;new2001
2013206;new2001
2003805;new2001
2013204;new2001
2005561;new2001
2004126;new2001
2008160;new2001
2008242;new2001
2005674;new2001
2013207;new2001
2005773;new2001
2013202;new2001
2013201;new2001
2008924;new2001
2008926;new2001
2013203;new2001
2003986;new2001
2003882;new2001
2008234;new2001
2013199;new2001
2013198;new2001
2013197;new2001
2010234;new2001
2013196;new2001
2008163;new2001
2013200;new2001
2003811;new2001
2005744;new2001
2003982;new2001
2010250;new2001
2010268;new2001
2004134;new2001
2013193;new2001
2005667;new2001
2013195;new2001
2008341;new2001
2008308;new2001
2013194;new2001
2009645;new2001
2013234;new2001
2009043;new2001
2013235;new2001
2013236;new2001
2013237;new2001
2007607;new2001
2003518;new2001
2013238;new2001
2013239;new2001
2013227;new2001
2004930;new2001
2007330;new2001
2013228;new2001
2007242;new2001
2013229;new2001
2007243;new2001
2007248;new2001
2009076;new2001
2013230;new2001
2013231;new2001
2011653;new2001
2013233;new2001
2013232;new2001
2013221;new2001
2013222;new2001
2013220;new2001
2007364;new2001
2007363;new2001
2013224;new2001
2003192;new2001
2013223;new2001
2009409;new2001
2003377;new2001
2013226;new2001
2003866;new2001
2003131;new2001
2013225;new2001
2013210;new2001
2013209;new2001
2013208;new2001
2004821;new2001
2009440;new2001
2003405;new2001
2013211;new2001
2013215;new2001
2013214;new2001
