id;my_type
2008034;new2001
2008032;new2001
2008033;new2001
2008056;new2001
2008055;new2001
2008057;new2001
2006875;new2001
2006873;new2001
2006835;new2001
2008059;new2001
2008058;new2001
2008060;new2001
2007104;new2001
2008062;new2001
2008061;new2001
2008063;new2001
2008065;new2001
2008064;new2001
2008042;new2001
2008043;new2001
2008044;new2001
2008045;new2001
2008046;new2001
2008047;new2001
2008048;new2001
2008049;new2001
2008050;new2001
2008051;new2001
2008052;new2001
2008053;new2001
2008054;new2001
2006880;new2001
2006849;new2001
2008001;new2001
2008000;new2001
2006955;new2001
2007999;new2001
2007998;new2001
2007997;new2001
2007996;new2001
2008004;new2001
2008003;new2001
2007102;new2001
2006911;new2001
2008002;new2001
2007992;new2001
2007990;new2001
2007991;new2001
2007988;new2001
2007989;new2001
2007986;new2001
2007987;new2001
2007994;new2001
2007995;new2001
2006829;new2001
2006825;new2001
2006826;new2001
2006824;new2001
2006827;new2001
2007993;new2001
2008017;new2001
2008016;new2001
2006913;new2001
2008018;new2001
2008013;new2001
2008012;new2001
2008015;new2001
2008014;new2001
2008021;new2001
2008020;new2001
2006947;new2001
2008022;new2001
2006949;new2001
2006948;new2001
2008019;new2001
2006943;new2001
2006944;new2001
2006939;new2001
2006941;new2001
2006940;new2001
2008005;new2001
2008006;new2001
2006903;new2001
2008007;new2001
2006390;new2001
2008009;new2001
2008010;new2001
2008011;new2001
2008008;new2001
2004657;new2001
2006385;new2001
2006387;new2001
2007026;new2001
2008137;new2001
2006959;new2001
2006830;new2001
2008135;new2001
2008136;new2001
2008132;new2001
2008133;new2001
2008134;new2001
2008128;new2001
2008129;new2001
2008130;new2001
2008131;new2001
2008144;new2001
2008143;new2001
2008145;new2001
2007129;new2001
2007069;new2001
2008142;new2001
2008141;new2001
2008138;new2001
2007068;new2001
2008140;new2001
2008139;new2001
2006014;new2001
2006011;new2001
2007191;new2001
2007192;new2001
2006910;new2001
2006909;new2001
2006631;new2001
2008113;new2001
2008111;new2001
2008112;new2001
2008109;new2001
2008110;new2001
2006889;new2001
2008107;new2001
2008108;new2001
2008127;new2001
2008126;new2001
2008125;new2001
2008124;new2001
2008123;new2001
2008122;new2001
2007021;new2001
2008121;new2001
2008120;new2001
2008119;new2001
2008118;new2001
2008117;new2001
2008116;new2001
2008115;new2001
2008114;new2001
2008087;new2001
2008088;new2001
2008089;new2001
2008090;new2001
2008091;new2001
2008079;new2001
2008080;new2001
2008081;new2001
2008082;new2001
2008083;new2001
2008084;new2001
2008085;new2001
2008086;new2001
2008100;new2001
2008099;new2001
2008102;new2001
2008101;new2001
2008104;new2001
2008103;new2001
2008106;new2001
2008105;new2001
2008093;new2001
2008092;new2001
2008095;new2001
2008094;new2001
2008096;new2001
2008098;new2001
2008097;new2001
2008070;new2001
2008071;new2001
2008068;new2001
2008069;new2001
2003478;new2001
2005939;new2001
2008072;new2001
2008067;new2001
2008066;new2001
2008075;new2001
2008074;new2001
2008078;new2001
2008077;new2001
2008076;new2001
2004019;new2001
2006341;new2001
2008073;new2001
2003984;new2001
2008176;new2001
2003599;new2001
2003815;new2001
2003780;new2001
2006141;new2001
2008178;new2001
2008177;new2001
2004860;new2001
2008179;new2001
2005646;new2001
2005473;new2001
2008180;new2001
2003771;new2001
2003809;new2001
2005571;new2001
2003900;new2001
2003786;new2001
2005612;new2001
2008173;new2001
2008175;new2001
2008174;new2001
2003768;new2001
2004147;new2001
2005645;new2001
2004071;new2001
2004043;new2001
2005573;new2001
2005544;new2001
2005574;new2001
2005578;new2001
2003789;new2001
2003807;new2001
2008162;new2001
2003877;new2001
2008163;new2001
2008164;new2001
2008165;new2001
2008166;new2001
2004150;new2001
2003817;new2001
2008167;new2001
2008168;new2001
2008169;new2001
2008170;new2001
2008171;new2001
2008172;new2001
2008147;new2001
2008146;new2001
2004108;new2001
2005557;new2001
2008150;new2001
2008149;new2001
2008148;new2001
2008152;new2001
2008151;new2001
2005539;new2001
2004137;new2001
2005660;new2001
2008154;new2001
2008153;new2001
2008157;new2001
2008155;new2001
2008156;new2001
2008159;new2001
2008158;new2001
2008161;new2001
2008160;new2001
2008242;new2001
2005674;new2001
2003937;new2001
2008241;new2001
2008239;new2001
2008240;new2001
2008238;new2001
2008237;new2001
2008236;new2001
2008235;new2001
2004010;new2001
2004107;new2001
2008234;new2001
2005564;new2001
2003860;new2001
2008233;new2001
2003866;new2001
2003131;new2001
2008231;new2001
2008232;new2001
2008228;new2001
2008229;new2001
2008230;new2001
2008226;new2001
2003799;new2001
2003800;new2001
2008227;new2001
2004873;new2001
2005400;new2001
2003107;new2001
2008225;new2001
2004913;new2001
2005187;new2001
2005182;new2001
2005181;new2001
2005184;new2001
2008220;new2001
2008223;new2001
2008224;new2001
2008221;new2001
2008222;new2001
2008217;new2001
2008218;new2001
2008216;new2001
2003230;new2001
2003229;new2001
2003228;new2001
2008219;new2001
2003730;new2001
2008211;new2001
2003519;new2001
2003212;new2001
2008210;new2001
2008215;new2001
2008214;new2001
2008213;new2001
2008212;new2001
2005264;new2001
2008205;new2001
2008204;new2001
2008203;new2001
2008209;new2001
2008208;new2001
2008207;new2001
2008206;new2001
2008197;new2001
2008198;new2001
2008199;new2001
2008200;new2001
2008201;new2001
2008202;new2001
2008191;new2001
2003459;new2001
2008192;new2001
2008193;new2001
2008194;new2001
2005162;new2001
2008195;new2001
2008196;new2001
2008186;new2001
2005265;new2001
2008187;new2001
2008188;new2001
2004848;new2001
2008190;new2001
2008189;new2001
2008181;new2001
2003726;new2001
2003410;new2001
2008182;new2001
2008184;new2001
2008183;new2001
2003461;new2001
2008185;new2001
2003245;new2001
2008299;new2001
2008298;new2001
2008297;new2001
2008296;new2001
2008295;new2001
2003129;new2001
2008294;new2001
2008305;new2001
2008304;new2001
2008303;new2001
2008302;new2001
2008301;new2001
2003238;new2001
2005234;new2001
2008300;new2001
2008289;new2001
2008290;new2001
2008287;new2001
2008288;new2001
2005746;new2001
2008285;new2001
2008286;new2001
2008293;new2001
2008291;new2001
2008292;new2001
2003777;new2001
2003778;new2001
2008281;new2001
2008280;new2001
2008282;new2001
2008278;new2001
2008279;new2001
2005772;new2001
2008283;new2001
2008284;new2001
2003944;new2001
2005676;new2001
2004106;new2001
2008274;new2001
2005465;new2001
2008273;new2001
2005614;new2001
2004061;new2001
2008275;new2001
2008276;new2001
2005678;new2001
2008277;new2001
2005620;new2001
2008265;new2001
2008264;new2001
2008268;new2001
2008267;new2001
2008266;new2001
2008272;new2001
2008271;new2001
2008270;new2001
2008269;new2001
2005588;new2001
2004148;new2001
2003986;new2001
2008259;new2001
2008261;new2001
2008262;new2001
2008260;new2001
2005590;new2001
2003782;new2001
2005591;new2001
2008263;new2001
2004114;new2001
2005601;new2001
2008253;new2001
2008254;new2001
2005575;new2001
2008255;new2001
2008256;new2001
2005662;new2001
2008258;new2001
2008257;new2001
2005696;new2001
2008243;new2001
2008244;new2001
2005690;new2001
2008245;new2001
2008246;new2001
2008247;new2001
2008248;new2001
2008249;new2001
2008250;new2001
2005668;new2001
2008251;new2001
2003818;new2001
2008252;new2001
2008365;new2001
2003790;new2001
2005542;new2001
2008366;new2001
2008367;new2001
2008368;new2001
2003897;new2001
2004112;new2001
2008358;new2001
2008357;new2001
2008359;new2001
2003931;new2001
2008360;new2001
2008362;new2001
2008361;new2001
2008363;new2001
2003924;new2001
2008364;new2001
2003779;new2001
2008377;new2001
2003885;new2001
2008378;new2001
2004007;new2001
2003785;new2001
2003784;new2001
2008379;new2001
2003981;new2001
2008380;new2001
2005680;new2001
2005679;new2001
2003923;new2001
2004121;new2001
2008369;new2001
2005561;new2001
2008370;new2001
2004026;new2001
2004658;new2001
2008373;new2001
2008372;new2001
2008371;new2001
2008376;new2001
2008375;new2001
2008374;new2001
2003128;new2001
2008390;new2001
2008391;new2001
2008392;new2001
2008393;new2001
2008388;new2001
2008389;new2001
2005762;new2001
2005764;new2001
2005763;new2001
2008396;new2001
2008394;new2001
2008395;new2001
2005562;new2001
2004044;new2001
2004073;new2001
2008383;new2001
2005694;new2001
2008382;new2001
2008381;new2001
2008387;new2001
2008386;new2001
2005745;new2001
2005744;new2001
2008384;new2001
2008385;new2001
2008410;new2001
2008411;new2001
2008408;new2001
2008409;new2001
2008406;new2001
2008407;new2001
2008404;new2001
2008405;new2001
2003933;new2001
2008415;new2001
2008414;new2001
2008413;new2001
2003938;new2001
2008412;new2001
2008401;new2001
2008400;new2001
2008399;new2001
2008398;new2001
2003884;new2001
2008397;new2001
2003929;new2001
2008403;new2001
2003725;new2001
2008402;new2001
2005627;new2001
2008315;new2001
2008317;new2001
2008316;new2001
2008318;new2001
2004042;new2001
2004024;new2001
2008312;new2001
2008311;new2001
2008313;new2001
2008314;new2001
2008307;new2001
2008308;new2001
2008309;new2001
2008310;new2001
2005552;new2001
2008306;new2001
2003821;new2001
2004046;new2001
2008327;new2001
2008326;new2001
2008325;new2001
2008330;new2001
2008329;new2001
2008328;new2001
2005684;new2001
2004127;new2001
2003903;new2001
2008324;new2001
2003767;new2001
2008322;new2001
2008323;new2001
2003810;new2001
2004105;new2001
2005563;new2001
2005786;new2001
2008319;new2001
2004144;new2001
2008321;new2001
2008320;new2001
2004035;new2001
2003816;new2001
2008344;new2001
2008341;new2001
2008343;new2001
2008342;new2001
2008340;new2001
2004187;new2001
2003621;new2001
2008339;new2001
2008337;new2001
2006375;new2001
2008338;new2001
2006370;new2001
2008333;new2001
2008334;new2001
2008335;new2001
2008336;new2001
2005817;new2001
2008332;new2001
2006032;new2001
2008331;new2001
2005822;new2001
2008356;new2001
2008355;new2001
2008354;new2001
2008353;new2001
2008352;new2001
2008351;new2001
2003633;new2001
2008350;new2001
2003653;new2001
2005779;new2001
2008349;new2001
2004792;new2001
2008348;new2001
2003408;new2001
2005816;new2001
2005464;new2001
2004175;new2001
2008346;new2001
2008347;new2001
2004451;new2001
2008345;new2001
2004563;new2001
2008481;new2001
2004564;new2001
2008482;new2001
2005358;new2001
2003603;new2001
2003625;new2001
2008483;new2001
2003616;new2001
2008485;new2001
2004874;new2001
2008484;new2001
2005441;new2001
2005451;new2001
2003622;new2001
2008486;new2001
2008489;new2001
2008488;new2001
2008487;new2001
2005988;new2001
2004086;new2001
2008491;new2001
2008490;new2001
2008493;new2001
2008492;new2001
2003754;new2001
2004226;new2001
2008494;new2001
2008495;new2001
2008496;new2001
2008497;new2001
2008498;new2001
2008499;new2001
2004826;new2001
2004241;new2001
2008500;new2001
2004633;new2001
2008501;new2001
2005775;new2001
2008503;new2001
2008502;new2001
2008504;new2001
2008505;new2001
2003655;new2001
2008507;new2001
2008506;new2001
2008509;new2001
2008508;new2001
2008510;new2001
2006226;new2001
2008511;new2001
2008516;new2001
2008517;new2001
2008515;new2001
2004754;new2001
2004755;new2001
2008514;new2001
2008512;new2001
2008513;new2001
2008519;new2001
2008520;new2001
2005318;new2001
2005317;new2001
2005320;new2001
2008518;new2001
2005382;new2001
2005399;new2001
2008521;new2001
2004466;new2001
2004540;new2001
2004559;new2001
2004618;new2001
2005997;new2001
2004440;new2001
2003819;new2001
2004577;new2001
2005443;new2001
2008523;new2001
2008522;new2001
2008525;new2001
2004421;new2001
2004521;new2001
2008524;new2001
2006199;new2001
2003735;new2001
2008529;new2001
2008530;new2001
2008526;new2001
2008527;new2001
2008528;new2001
2008533;new2001
2003862;new2001
2008534;new2001
2006069;new2001
2008531;new2001
2005784;new2001
2008532;new2001
2006707;new2001
2008538;new2001
2004239;new2001
2008535;new2001
2008537;new2001
2008536;new2001
2008424;new2001
2008423;new2001
2008422;new2001
2008421;new2001
2008425;new2001
2005383;new2001
2005380;new2001
2004770;new2001
2004255;new2001
2008417;new2001
2008416;new2001
2008420;new2001
2008419;new2001
2008418;new2001
2008434;new2001
2008432;new2001
2008433;new2001
2008436;new2001
2008435;new2001
2008427;new2001
2008428;new2001
2008426;new2001
2005413;new2001
2005412;new2001
2008431;new2001
2008429;new2001
2008430;new2001
2005283;new2001
2008443;new2001
2008442;new2001
2005337;new2001
2008444;new2001
2008438;new2001
2008437;new2001
2008440;new2001
2008439;new2001
2008441;new2001
2008449;new2001
2008450;new2001
2005914;new2001
2008451;new2001
2004676;new2001
2008452;new2001
2008453;new2001
2004310;new2001
2005338;new2001
2008445;new2001
2004318;new2001
2004265;new2001
2008446;new2001
2008447;new2001
2008448;new2001
2008461;new2001
2008460;new2001
2004274;new2001
2008459;new2001
2008458;new2001
2008457;new2001
2003957;new2001
2006728;new2001
2004672;new2001
2008456;new2001
2008455;new2001
2006100;new2001
2008454;new2001
2008470;new2001
2004406;new2001
2003221;new2001
2008469;new2001
2008468;new2001
2008466;new2001
2008467;new2001
2008464;new2001
2008465;new2001
2008463;new2001
2004333;new2001
2008462;new2001
2006063;new2001
2008473;new2001
2004426;new2001
2004408;new2001
2008472;new2001
2008471;new2001
2003747;new2001
2003757;new2001
2003748;new2001
2006040;new2001
2006056;new2001
2006059;new2001
2006076;new2001
2006077;new2001
2004433;new2001
2008479;new2001
2004402;new2001
2008480;new2001
2008476;new2001
2008477;new2001
2008478;new2001
2006027;new2001
2008474;new2001
2008475;new2001
2004296;new2001
2008642;new2001
2008643;new2001
2003823;new2001
2006558;new2001
2008638;new2001
2008639;new2001
2008640;new2001
2008641;new2001
2008645;new2001
2008646;new2001
2008647;new2001
2005857;new2001
2005879;new2001
2004284;new2001
2008644;new2001
2008630;new2001
2008629;new2001
2008631;new2001
2004189;new2001
2008627;new2001
2008626;new2001
2006784;new2001
2008628;new2001
2008637;new2001
2008636;new2001
2005073;new2001
2005070;new2001
2008633;new2001
2008632;new2001
2008635;new2001
2008634;new2001
2008621;new2001
2008620;new2001
2004375;new2001
2008619;new2001
2004372;new2001
2005940;new2001
2005938;new2001
2005937;new2001
2008625;new2001
2008624;new2001
2008622;new2001
2008623;new2001
2008612;new2001
2004405;new2001
2004410;new2001
2004416;new2001
2008611;new2001
2008610;new2001
2003084;new2001
2003085;new2001
2006036;new2001
2008618;new2001
2008617;new2001
2008616;new2001
2008615;new2001
2008614;new2001
2008613;new2001
2008674;new2001
2008675;new2001
2008676;new2001
2005906;new2001
2004328;new2001
2004457;new2001
2004368;new2001
2004370;new2001
2008677;new2001
2008678;new2001
2008679;new2001
2008680;new2001
2008681;new2001
2008682;new2001
2008666;new2001
2008665;new2001
2008667;new2001
2004442;new2001
2008668;new2001
2008670;new2001
2008669;new2001
2008671;new2001
2004350;new2001
2008673;new2001
2008672;new2001
2004314;new2001
2005928;new2001
2005925;new2001
2008657;new2001
2004582;new2001
2006380;new2001
2008659;new2001
2008660;new2001
2005899;new2001
2008658;new2001
2008662;new2001
2008663;new2001
2008661;new2001
2008664;new2001
2004382;new2001
2008650;new2001
2008649;new2001
2008648;new2001
2008652;new2001
2008651;new2001
2004295;new2001
2008654;new2001
2008653;new2001
2008656;new2001
2003419;new2001
2008655;new2001
2004273;new2001
2008570;new2001
2008572;new2001
2008571;new2001
2008567;new2001
2008566;new2001
2008569;new2001
2008568;new2001
2008565;new2001
2008563;new2001
2008562;new2001
2008564;new2001
2008558;new2001
2008559;new2001
2008560;new2001
2008561;new2001
2008557;new2001
2008556;new2001
2005777;new2001
2008555;new2001
2005936;new2001
2008554;new2001
2005778;new2001
2005910;new2001
2004356;new2001
2006028;new2001
2003509;new2001
2005862;new2001
2008553;new2001
2008552;new2001
2008551;new2001
2008550;new2001
2005903;new2001
2005904;new2001
2008549;new2001
2004291;new2001
2008548;new2001
2008546;new2001
2008547;new2001
2008544;new2001
2008545;new2001
2008543;new2001
2006720;new2001
2008541;new2001
2008542;new2001
2008539;new2001
2008540;new2001
2008605;new2001
2008606;new2001
2008607;new2001
2006975;new2001
2008609;new2001
2008608;new2001
2004197;new2001
2008601;new2001
2008600;new2001
2008602;new2001
2008604;new2001
2008603;new2001
2008596;new2001
2008597;new2001
2008598;new2001
2008599;new2001
2005432;new2001
2005311;new2001
2008592;new2001
2008593;new2001
2008594;new2001
2008595;new2001
2008587;new2001
2008586;new2001
2003560;new2001
2008585;new2001
2008591;new2001
2008590;new2001
2008589;new2001
2008588;new2001
2006106;new2001
2008582;new2001
2005943;new2001
2006415;new2001
2008584;new2001
2008583;new2001
2003742;new2001
2005325;new2001
2008579;new2001
2008580;new2001
2008577;new2001
2008578;new2001
2006091;new2001
2008581;new2001
2003693;new2001
2008575;new2001
2005963;new2001
2008573;new2001
2008574;new2001
2008576;new2001
2005789;new2001
2005788;new2001
2008771;new2001
2008772;new2001
2008769;new2001
2008770;new2001
2008767;new2001
2008768;new2001
2008765;new2001
2008766;new2001
2008776;new2001
2008777;new2001
2005725;new2001
2008775;new2001
2008773;new2001
2008774;new2001
2008783;new2001
2008782;new2001
2008781;new2001
2008780;new2001
2008779;new2001
2008778;new2001
2005357;new2001
2008785;new2001
2005813;new2001
2004901;new2001
2008784;new2001
2003602;new2001
2003609;new2001
2005446;new2001
2005460;new2001
2005462;new2001
2004190;new2001
2008748;new2001
2008753;new2001
2006193;new2001
2008754;new2001
2008755;new2001
2008749;new2001
2008750;new2001
2008751;new2001
2008752;new2001
2008759;new2001
2004251;new2001
2008760;new2001
2005277;new2001
2005278;new2001
2008756;new2001
2008758;new2001
2008757;new2001
2004483;new2001
2004482;new2001
2008764;new2001
2008762;new2001
2008761;new2001
2008763;new2001
2008804;new2001
2006213;new2001
2006214;new2001
2006275;new2001
2006201;new2001
2006202;new2001
2006204;new2001
2005916;new2001
2005915;new2001
2005911;new2001
2008806;new2001
2006020;new2001
2008805;new2001
2007180;new2001
2008808;new2001
2008807;new2001
2008812;new2001
2008811;new2001
2008810;new2001
2008809;new2001
2008814;new2001
2008813;new2001
2006527;new2001
2008818;new2001
2008817;new2001
2008816;new2001
2008815;new2001
2008786;new2001
2008787;new2001
2008788;new2001
2008789;new2001
2008790;new2001
2008791;new2001
2008792;new2001
2008793;new2001
2004425;new2001
2008794;new2001
2006627;new2001
2008795;new2001
2008796;new2001
2006263;new2001
2006406;new2001
2008798;new2001
2008797;new2001
2004644;new2001
2008800;new2001
2008799;new2001
2005974;new2001
2008801;new2001
2008802;new2001
2008803;new2001
2004477;new2001
2004664;new2001
2004663;new2001
2008710;new2001
2008709;new2001
2005297;new2001
2008708;new2001
2008707;new2001
2008706;new2001
2008705;new2001
2008704;new2001
2008703;new2001
2008702;new2001
2008701;new2001
2008715;new2001
2008713;new2001
2008714;new2001
2006189;new2001
2008712;new2001
2006322;new2001
2005239;new2001
2008711;new2001
2006203;new2001
2004429;new2001
2006009;new2001
2008690;new2001
2008689;new2001
2004490;new2001
2008688;new2001
2008687;new2001
2008685;new2001
2008686;new2001
2006247;new2001
2008683;new2001
2006221;new2001
2008684;new2001
2006219;new2001
2003597;new2001
2008699;new2001
2008700;new2001
2006264;new2001
2005276;new2001
2008697;new2001
2008698;new2001
2008693;new2001
2008694;new2001
2008695;new2001
2008696;new2001
2008691;new2001
2008692;new2001
2006262;new2001
2006261;new2001
2006884;new2001
2008739;new2001
2008738;new2001
2004996;new2001
2008735;new2001
2008734;new2001
2004795;new2001
2004444;new2001
2008737;new2001
2008736;new2001
2008745;new2001
2008746;new2001
2008744;new2001
2004448;new2001
2004449;new2001
2008747;new2001
2004609;new2001
2004684;new2001
2006006;new2001
2006120;new2001
2008742;new2001
2008743;new2001
2008740;new2001
2008741;new2001
2004374;new2001
2006286;new2001
2008718;new2001
2004617;new2001
2008719;new2001
2004487;new2001
2008721;new2001
2008720;new2001
2006115;new2001
2006190;new2001
2008717;new2001
2008716;new2001
2007071;new2001
2006114;new2001
2006109;new2001
2008728;new2001
2008729;new2001
2008730;new2001
2008731;new2001
2008732;new2001
2008733;new2001
2008722;new2001
2008723;new2001
2008724;new2001
2008725;new2001
2008726;new2001
2008727;new2001
2005968;new2001
2008937;new2001
2004140;new2001
2008938;new2001
2008939;new2001
2004529;new2001
2003928;new2001
2008934;new2001
2008935;new2001
2004666;new2001
2008936;new2001
2004445;new2001
2004500;new2001
2006124;new2001
2008928;new2001
2008927;new2001
2008929;new2001
2004495;new2001
2008931;new2001
2008930;new2001
2008933;new2001
2008932;new2001
2008923;new2001
2004660;new2001
2006320;new2001
2008925;new2001
2008924;new2001
2008926;new2001
2004622;new2001
2008956;new2001
2008957;new2001
2008958;new2001
2008959;new2001
2006128;new2001
2004532;new2001
2008952;new2001
2004519;new2001
2004496;new2001
2006112;new2001
2004639;new2001
2008955;new2001
2008953;new2001
2008954;new2001
2008947;new2001
2004523;new2001
2008946;new2001
2008945;new2001
2008951;new2001
2008950;new2001
2008949;new2001
2008948;new2001
2004520;new2001
2004518;new2001
2008941;new2001
2008940;new2001
2008944;new2001
2008943;new2001
2003498;new2001
2008942;new2001
2008900;new2001
2008901;new2001
2003658;new2001
2003640;new2001
2006340;new2001
2003136;new2001
2008899;new2001
2003548;new2001
2008897;new2001
2008898;new2001
2008893;new2001
2008894;new2001
2008895;new2001
2008896;new2001
2008891;new2001
2008890;new2001
2006095;new2001
2008892;new2001
2008888;new2001
2003706;new2001
2008889;new2001
2008886;new2001
2008885;new2001
2008887;new2001
2005449;new2001
2008884;new2001
2008883;new2001
2008922;new2001
2005761;new2001
2008921;new2001
2008919;new2001
2008920;new2001
2008918;new2001
2003613;new2001
2005367;new2001
2003477;new2001
2008917;new2001
2008915;new2001
2008916;new2001
2008914;new2001
2008913;new2001
2008912;new2001
2008911;new2001
2008910;new2001
2008909;new2001
2004343;new2001
2008908;new2001
2008907;new2001
2008906;new2001
2006159;new2001
2008905;new2001
2008904;new2001
2008903;new2001
2008902;new2001
2008855;new2001
2008854;new2001
2008857;new2001
2008856;new2001
2008858;new2001
2004715;new2001
2008859;new2001
2008861;new2001
2008860;new2001
2008863;new2001
2008862;new2001
2006373;new2001
2006374;new2001
2008864;new2001
2008847;new2001
2008848;new2001
2004761;new2001
2004764;new2001
2008849;new2001
2008850;new2001
2008851;new2001
2005425;new2001
2004354;new2001
2008852;new2001
2004763;new2001
2005439;new2001
2008853;new2001
2005334;new2001
2005335;new2001
2005332;new2001
2008878;new2001
2008877;new2001
2008876;new2001
2008882;new2001
2008881;new2001
2008880;new2001
2008879;new2001
2005354;new2001
2004253;new2001
2004252;new2001
2008867;new2001
2008865;new2001
2008866;new2001
2008870;new2001
2004194;new2001
2008868;new2001
2008869;new2001
2008872;new2001
2008871;new2001
2008874;new2001
2008875;new2001
2006803;new2001
2008873;new2001
2006804;new2001
2008829;new2001
2008831;new2001
2008830;new2001
2008826;new2001
2004491;new2001
2008828;new2001
2008827;new2001
2008834;new2001
2003627;new2001
2005509;new2001
2008832;new2001
2003188;new2001
2008833;new2001
2008821;new2001
2008822;new2001
2008823;new2001
2008819;new2001
2008820;new2001
2004497;new2001
2008825;new2001
2004510;new2001
2008824;new2001
2006012;new2001
2008841;new2001
2006013;new2001
2006523;new2001
2008840;new2001
2006283;new2001
2007123;new2001
2008839;new2001
2008846;new2001
2008845;new2001
2004462;new2001
2008844;new2001
2008843;new2001
2008842;new2001
2008836;new2001
2008835;new2001
2006277;new2001
2004643;new2001
2008838;new2001
2008837;new2001
2005743;new2001
2005742;new2001
2009000;new2001
2005751;new2001
2006323;new2001
2004787;new2001
2009002;new2001
2009001;new2001
2008997;new2001
2008998;new2001
2004346;new2001
2005732;new2001
2004476;new2001
2004568;new2001
2006119;new2001
2008999;new2001
2009009;new2001
2009008;new2001
2009007;new2001
2009006;new2001
2009012;new2001
2009011;new2001
2009010;new2001
2009003;new2001
2007075;new2001
2006377;new2001
2009005;new2001
2009004;new2001
2005992;new2001
2004524;new2001
2004136;new2001
2009016;new2001
2009017;new2001
2009013;new2001
2005279;new2001
2005280;new2001
2009014;new2001
2009015;new2001
2009022;new2001
2009021;new2001
2009023;new2001
2009025;new2001
2009024;new2001
2009026;new2001
2009018;new2001
2004791;new2001
2006282;new2001
2009019;new2001
2004790;new2001
2006251;new2001
2009020;new2001
2008971;new2001
2008972;new2001
2008970;new2001
2008969;new2001
2006379;new2001
2008968;new2001
2008967;new2001
2008966;new2001
2006288;new2001
2008965;new2001
2008980;new2001
2008979;new2001
2006993;new2001
2005253;new2001
2004669;new2001
2008978;new2001
2004655;new2001
2008977;new2001
2008976;new2001
2006687;new2001
2008975;new2001
2008974;new2001
2008973;new2001
2008986;new2001
2008987;new2001
2008988;new2001
2008989;new2001
2008984;new2001
2008985;new2001
2008981;new2001
2008982;new2001
2008983;new2001
2004709;new2001
2004710;new2001
2006689;new2001
2006688;new2001
2008994;new2001
2006652;new2001
2008996;new2001
2008995;new2001
2005907;new2001
2008993;new2001
2005459;new2001
2008991;new2001
2008992;new2001
2008990;new2001
2007003;new2001
2004288;new2001
2008961;new2001
2005927;new2001
2008960;new2001
2006739;new2001
2008963;new2001
2008962;new2001
2008964;new2001
2009027;new2001
2007650;new2001
2009028;new2001
2009029;new2001
2005158;new2001
2009030;new2001
2009031;new2001
2009032;new2001
2003167;new2001
2003625;new2001
2009033;new2001
2009034;new2001
2007644;new2001
2007230;new2001
2009035;new2001
2004857;new2001
2009037;new2001
2009036;new2001
2009039;new2001
2009038;new2001
2009040;new2001
2009041;new2001
2003627;new2001
2007507;new2001
2003860;new2001
2006554;new2001
2003174;new2001
2009042;new2001
2003216;new2001
2003223;new2001
2009044;new2001
2005058;new2001
2009043;new2001
2009045;new2001
2009047;new2001
2009046;new2001
2003150;new2001
2009050;new2001
2009049;new2001
2009048;new2001
2006149;new2001
2009053;new2001
2004914;new2001
2004930;new2001
2009054;new2001
2009051;new2001
2009052;new2001
2005107;new2001
2005102;new2001
2009055;new2001
2009056;new2001
2005165;new2001
2003482;new2001
2003485;new2001
2009057;new2001
2004929;new2001
2009058;new2001
2004913;new2001
2007234;new2001
2007235;new2001
2007233;new2001
2009061;new2001
2009060;new2001
2009062;new2001
2003398;new2001
2009059;new2001
2008447;new2001
2009066;new2001
2009067;new2001
2009065;new2001
2003839;new2001
2005214;new2001
2009064;new2001
2009063;new2001
2009072;new2001
2009073;new2001
2009071;new2001
2005468;new2001
2009070;new2001
2009068;new2001
2009069;new2001
2004892;new2001
2009075;new2001
2003140;new2001
2009074;new2001
2003091;new2001
2005233;new2001
2009078;new2001
2009077;new2001
2005264;new2001
2009076;new2001
2009080;new2001
2009079;new2001
2009082;new2001
2009081;new2001
2009084;new2001
2009083;new2001
2009086;new2001
2009085;new2001
2008207;new2001
2007265;new2001
2007297;new2001
2007298;new2001
2004845;new2001
2009091;new2001
2009092;new2001
2009093;new2001
2004844;new2001
2003521;new2001
2003191;new2001
2009087;new2001
2007326;new2001
2004902;new2001
2003172;new2001
2009088;new2001
2009089;new2001
2009090;new2001
2009096;new2001
2009095;new2001
2004927;new2001
2009094;new2001
2009098;new2001
2009097;new2001
2005121;new2001
2005120;new2001
2003527;new2001
2004193;new2001
2004195;new2001
2007498;new2001
2004890;new2001
2009104;new2001
2007550;new2001
2009105;new2001
2009100;new2001
2004898;new2001
2004451;new2001
2009099;new2001
2008347;new2001
2009103;new2001
2009101;new2001
2009102;new2001
2009110;new2001
2003508;new2001
2009111;new2001
2004560;new2001
2004541;new2001
2007573;new2001
2007569;new2001
2007570;new2001
2007571;new2001
2007572;new2001
2003685;new2001
2009109;new2001
2009107;new2001
2009106;new2001
2005195;new2001
2009108;new2001
2005194;new2001
2009116;new2001
2009117;new2001
2009118;new2001
2007651;new2001
2009113;new2001
2009114;new2001
2004550;new2001
2009115;new2001
2009112;new2001
2005260;new2001
2005962;new2001
2005259;new2001
2009121;new2001
2009120;new2001
2009119;new2001
2003089;new2001
2007360;new2001
2003526;new2001
2007250;new2001
2003147;new2001
2003097;new2001
2005192;new2001
2004858;new2001
2007517;new2001
2003214;new2001
2003728;new2001
2009129;new2001
2009130;new2001
2009127;new2001
2009128;new2001
2009125;new2001
2009126;new2001
