Source;Target;Type;Weight;CommLink
10001;3047;Directed;0.001;11
10001;3048;Directed;0.001;11
10001;3049;Directed;0.001;11
10001;3050;Directed;0.001;11
10001;3051;Directed;0.001;11
10001;3052;Directed;0.001;11
10001;3053;Directed;0.001;11
10001;3054;Directed;0.001;11
10001;3055;Directed;0.001;11
10001;3056;Directed;0.001;11
10001;3057;Directed;0.001;11
10001;3058;Directed;0.001;11
10001;3059;Directed;0.001;11
10001;3060;Directed;0.001;11
10001;3061;Directed;0.001;11
10001;3062;Directed;0.001;11
10001;3063;Directed;0.001;11
10001;3064;Directed;0.001;11
10001;3065;Directed;0.001;11
10001;3066;Directed;0.001;11
10001;3067;Directed;0.001;11
10001;3068;Directed;0.001;11
10001;3069;Directed;0.001;11
10001;3070;Directed;0.001;11
10001;3071;Directed;0.001;11
10001;3072;Directed;0.001;11
10001;3073;Directed;0.001;11
10001;3074;Directed;0.001;11
10000;1;Directed;0.001;10
10000;2;Directed;0.001;10
10000;3;Directed;0.001;10
10000;4;Directed;0.001;10
10000;5;Directed;0.001;10
10000;6;Directed;0.001;10
10000;7;Directed;0.001;10
10000;8;Directed;0.001;10
10000;10;Directed;0.001;10
10000;11;Directed;0.001;10
10000;12;Directed;0.001;10
10000;13;Directed;0.001;10
10000;14;Directed;0.001;10
10000;15;Directed;0.001;10
10000;16;Directed;0.001;10
10000;17;Directed;0.001;10
10000;18;Directed;0.001;10
10000;19;Directed;0.001;10
10000;20;Directed;0.001;10
10000;21;Directed;0.001;10
10000;24;Directed;0.001;10
10000;27;Directed;0.001;10
10000;28;Directed;0.001;10
10000;29;Directed;0.001;10
10000;30;Directed;0.001;10
10000;31;Directed;0.001;10
10000;32;Directed;0.001;10
10000;33;Directed;0.001;10
10000;34;Directed;0.001;10
10000;35;Directed;0.001;10
10000;36;Directed;0.001;10
10000;37;Directed;0.001;10
10000;38;Directed;0.001;10
10000;39;Directed;0.001;10
10000;40;Directed;0.001;10
10000;41;Directed;0.001;10
10000;42;Directed;0.001;10
10000;43;Directed;0.001;10
10000;44;Directed;0.001;10
10000;45;Directed;0.001;10
10000;46;Directed;0.001;10
10000;47;Directed;0.001;10
10000;48;Directed;0.001;10
10000;49;Directed;0.001;10
10000;50;Directed;0.001;10
10000;51;Directed;0.001;10
10000;52;Directed;0.001;10
10000;53;Directed;0.001;10
10000;54;Directed;0.001;10
10000;55;Directed;0.001;10
10000;56;Directed;0.001;10
10000;57;Directed;0.001;10
10000;58;Directed;0.001;10
10000;59;Directed;0.001;10
10000;60;Directed;0.001;10
10000;61;Directed;0.001;10
10000;62;Directed;0.001;10
10000;63;Directed;0.001;10
10000;64;Directed;0.001;10
10000;65;Directed;0.001;10
10000;66;Directed;0.001;10
10000;67;Directed;0.001;10
10000;68;Directed;0.001;10
10000;69;Directed;0.001;10
10000;70;Directed;0.001;10
10000;71;Directed;0.001;10
10000;72;Directed;0.001;10
10000;73;Directed;0.001;10
10000;74;Directed;0.001;10
10000;75;Directed;0.001;10
10000;76;Directed;0.001;10
10000;77;Directed;0.001;10
10000;78;Directed;0.001;10
10000;79;Directed;0.001;10
10000;80;Directed;0.001;10
10000;81;Directed;0.001;10
10000;82;Directed;0.001;10
10000;83;Directed;0.001;10
10000;84;Directed;0.001;10
10000;85;Directed;0.001;10
10000;86;Directed;0.001;10
10000;87;Directed;0.001;10
10000;89;Directed;0.001;10
10000;90;Directed;0.001;10
10000;91;Directed;0.001;10
10000;92;Directed;0.001;10
10000;93;Directed;0.001;10
10000;94;Directed;0.001;10
10000;95;Directed;0.001;10
10000;98;Directed;0.001;10
10000;99;Directed;0.001;10
10000;100;Directed;0.001;10
10000;101;Directed;0.001;10
10000;102;Directed;0.001;10
