2001;574;537;Wei-Kuang Waine Huang
2001;573;538;Oliver Po
2001;572;539;Wang-Pin Hsiung
2001;571;540;K. Selçuk Candan
2001;570;541;Wen-Syan Li
2001;569;542;Yixin Ruan
2001;568;543;Zhiyong Huang
2001;516;544;Norman W. Paton
2001;517;545;Carole A. Goble
2001;518;546;Luis Gravano
2001;519;547;Panagiotis G. Ipeirotis
2001;512;548;Yannis Kotidis
2001;513;549;Ela Hunt
2001;514;550;Malcolm P. Atkinson
2001;515;551;Robert W. Irving
2001;524;552;Dimitris Papadias
2001;525;553;João L. M. Pereira
2001;526;554;Hans-Arno Jacobsen
2001;527;555;François Llirbat
2001;520;556;Beverly Yang
2001;521;557;Oded Shmueli
2001;522;558;Christian Wiesner
2001;523;559;Yufei Tao
2001;533;560;Rune Humborstad
2001;532;561;Svein Erik Bratsberg
2001;535;562;Andrew Witkowski
2001;534;563;William O'Connell
2001;529;564;Anna C. Gilbert
2001;528;565;Dennis Shasha
2001;531;566;Tolga Urhan
2001;530;567;Martin Strauss
2001;541;568;Yingwei Cui
2001;540;569;Sebastian Thrun
2001;543;570;László Böszörményi
2001;542;571;Harald Kosch
2001;537;572;Nick Roussopoulos
2001;536;573;Alexandros Labrinidis
2001;539;574;Dimitris Margaritis
2001;538;575;Mario Gentili
2001;610;576;Michel Tourn
2001;611;577;John Wang
2001;608;578;Rajat Mukherjee
2001;609;579;Prabhakar Raghavan
2001;614;580;Hongjun Lu
2001;615;581;Shihui Zheng
2001;612;582;Grace Zhang
2001;613;583;Aoying Zhou
2001;618;584;Wenyun Ji
2001;619;585;Zengping Tian
2001;616;586;Yuqi Liang
2001;617;587;Long Zhang
2001;622;588;Marios Skounakis
2001;623;589;Liangzhao Zeng
2001;620;590;Anastassia Ailamaki
2001;621;591;Mark D. Hill
2001;627;592;Alexandros Nanopoulos
2001;626;593;Anne H. H. Ngu
2001;625;594;Phuong Nguyen
2001;624;595;Boualem Benatallah
2001;631;596;Philip A. Bernstein
2001;630;597;Jayant Madhavan
2001;629;598;Yannis Manolopoulos
2001;628;599;Yannis Theodoridis
2001;635;600;Leonidas Fegaras
2001;634;601;Sunita Sarawagi
2001;633;602;Gayatri Sathe
2001;632;603;Pin-Kwang Eng
2001;639;604;William J. McKenna
2001;638;605;Richard L. Cole
2001;637;606;Latha S. Colby
2001;636;607;Craig J. Bunker
2001;576;608;Cemal Yilmaz
2001;577;609;Michael J. Carey
2001;578;610;Steve Kirsch
2001;579;611;Mary Roth
2001;580;612;Bert Van der Linden
2001;581;613;Nicolas Adiba
2001;582;614;Michael Blow
2001;583;615;David Li
2001;584;616;Ivan Oprencak
2001;585;617;Rajendra Panwar
2001;586;618;Runping Qi
2001;587;619;David Rieber
2001;588;620;John C. Shafer
2001;589;621;Brian Sterling
2001;590;622;Brian Vickery
2001;591;623;Dan Wineman
2001;593;624;Henk Ernst Blok
2001;592;625;Kuan Yee
2001;595;626;Milan Petkovic
2001;594;627;Roelof van Zwol
2001;597;628;Willem Jonker
2001;596;629;Peter M. G. Apers
2001;599;630;Amir M. Zarkesh
2001;598;631;Reza Sadri
2001;601;632;Helena Galhardas
2001;600;633;Jafar Adibi
2001;603;634;Cristian-Augustin Saita
2001;602;635;Eric Simon
2001;605;636;Neil Latarche
2001;604;637;Mani Abrol
2001;607;638;Jianchang Mao
2001;606;639;Uma Mahadevan
2001;687;640;Gregory F. Cooper
2001;686;641;Subramani Mani
2001;685;642;Christopher M. Bishop
2001;684;643;Adrian Corduneanu
2001;683;644;Bernhard Schölkopf
2001;682;645;Michael E. Tipping
2001;681;646;David L. Dowe
2001;680;647;Scott Needham
2001;679;648;Geoffrey E. Hinton
2001;678;649;Andrew D. Brown
2001;677;650;A. P. Dawid
2001;676;651;Stuart J. Russell
2001;675;652;Nikunj C. Oza
2001;674;653;James Cussens
2001;673;654;Evangelos E. Milios
2001;672;655;Nathalie Japkowicz
2001;702;656;Amos J. Storkey
2001;703;657;Christopher K. I. Williams
2001;700;658;Ann E. Nicholson
2001;701;659;Ingrid Zukerman
2001;698;660;Ariel E. Bud
2001;699;661;David W. Albrecht
2001;696;662;Dit-Yan Yeung
2001;697;663;Duncan Smith
2001;694;664;Samuel Ping-Man Choi
2001;695;665;Nevin Lianwen Zhang
2001;692;666;Brendan J. Frey
2001;693;667;David Heckerman
2001;690;668;Nebojsa Jojic
2001;691;669;Patrice Y. Simard
2001;688;670;Malene Højbjerre
2001;689;671;Robert G. Cowell
2001;653;672;Dmitry Rusakov
2001;652;673;Robert E. Schapire
2001;655;674;Hugh A. Chipman
2001;654;675;Dan Geiger
2001;649;676;Greg Scott
2001;648;677;Ahmed Y. Tawfik
2001;651;678;Yishay Mansour
2001;650;679;Yoav Freund
2001;645;680;Keunjoo Kwon
2001;644;681;Sangyong Hwang
2001;647;682;Ryoji Kataoka
2001;646;683;Yasushi Sakurai
2001;641;684;David Wilhite
2001;640;685;Gopal Mulagund
2001;643;686;Mirek Riedewald
2001;642;687;Ioana Stanoi
2001;668;688;Anne Guérin-Dugué
2001;669;689;Gilles Celeux
2001;670;690;Rich Caruana
2001;671;691;Adam Nickerson
2001;664;692;Haiqin Wang
2001;665;693;Peter Spirtes
2001;666;694;Wenxin Jiang
2001;667;695;Gregory M. Provan
2001;660;696;Jon Barker
2001;661;697;Martin Cooke
2001;662;698;Ljubomir Josifovski
2001;663;699;Oscar Kipersztok
2001;656;700;Edward I. George
2001;657;701;Robert E. McCulloch
2001;658;702;Lillian Lee
2001;659;703;Phil D. Green
2001;747;704;Konstantinos Kalpakis
2001;746;705;Carlotta Domeniconi
2001;745;706;Henry Chiu
2001;744;707;David B. Johnson
2001;751;708;Fu Tong
2001;750;709;Gang Li
2001;749;710;Vasundhara Puttagunta
2001;748;711;Dhiral Gada
2001;739;712;Henry Tirri
2001;738;713;Petri Myllymäki
2001;737;714;Petri Kontkanen
2001;736;715;Pedro Larrañaga
2001;743;716;Qinghua Zou
2001;742;717;Hagai Attias
2001;741;718;Gilles Clermont
2001;740;719;Mehmet Kayaalp
2001;762;720;Zarrin Langari
2001;763;721;Frank Wm. Tompa
2001;760;722;Zhiyong Liu
2001;761;723;Lei Xu 0001
2001;766;724;Du Zhang
2001;767;725;Quoc Luan Ha
2001;764;726;Maria Halkidi
