ko,feel,na,1	
ko,feel,short,1	
legs,feel,like,1	
lesliel18,feel,better,1	
literally,feel,like,1	
ll,feel,better,1	
ll,feel,it,1	
lmao,feel,me,1	
man,feel,like,1	
me,feel,awkward,1	
me,feel,better,12	
me,feel,cool,1	
me,feel,fashionable,1	
me,feel,great,2	
me,feel,grown,1	
me,feel,guilty,1	
me,feel,like,13	
me,feel,lonely,1	
me,feel,much,1	
me,feel,old,3	
me,feel,poor,1	
me,feel,pretty,1	
me,feel,shit,1	
me,feel,shitty,1	
me,feel,sick,2	
me,feel,single,1	
me,feel,so,9	
me,feel,some,6	
me,feel,sooo,1	
me,feel,stupid,3	
me,feel,the,1	
me,feel,thirsty,1	
mfs,feel,bout,1	
mfs,feel,that,1	
must,feel,some,1	
never,feel,more,1	
nigga,feel,fr,1	
niggas,feel,after,9	
nights,feel,likes,1	
noooo,feel,good,1	
not,feel,like,1	
not,feel,well,1	
others,feel,about,1	
pasties,feel,like,1	
people,feel,it,1	
pero,feel,ko,1	
probably,feel,sick,1	
really,feel,from,1	
really,feel,like,2	
seriously,feel,like,2	
she,feel,entitled,1	
shet,feel,na,1	
shit,feel,like,1	
should,feel,bad,1	
should,feel,like,1	
so,feel,her,1	
so,feel,special,1	
still,feel,a,1	
still,feel,like,3	
straight,feel,the,1	
t,feel,Like,1	
t,feel,ashamed,1	
t,feel,bad,1	
t,feel,badd,1	
t,feel,embarrassed,1	
t,feel,extra,1	
t,feel,good,11	
t,feel,his,2	
t,feel,like,20	
t,feel,lonely,1	
t,feel,my,7	
t,feel,neglected,1	
t,feel,pretty,1	
t,feel,right,1	
t,feel,special,1	
t,feel,that,1	
t,feel,the,1	
t,feel,too,1	
t,feel,well,1	
t,feel,wrong,1	
t,feel,you,1	
they,feel,about,1	
they,feel,the,1	
to,feel,about,8	
to,feel,anymore,1	
to,feel,better,3	
to,feel,classy,1	
to,feel,dizzy,1	
to,feel,just,1	
to,feel,like,4	
to,feel,really,1	
to,feel,some,1	
to,feel,the,1	
to,feel,this,1	
totally,feel,you,1	
tryna,feel,on,1	
u,feel,I,1	
u,feel,When,1	
u,feel,like,1	
u,feel,me,1	
u,feel,old,1	
u,feel,on,1	
u,feel,sick,2	
us,feel,good,1	
wanna,feel,better,1	
wanna,feel,something,1	
we,feel,like,2	
we,feel,sad,1	
who,feel,like,1	
will,feel,better,1	
will,feel,depressed,1	
will,feel,like,1	
wont,feel,too,1	
would,feel,like,1	
yet,feel,the,1	
you,feel,LMAOOO,1	
you,feel,about,1	
you,feel,abt,1	
you,feel,after,4	
you,feel,any,2	
you,feel,better,12	
you,feel,good,1	
you,feel,it,1	
you,feel,like,1	
you,feel,me,5	
you,feel,so,1	
you,feel,some,1	
you,feel,special,1	
you,feel,that,1	
you,feel,the,1	
you,feel,when,14	
you,feel,yourself,1	
youmusenpai,feel,better,1	
