2013-12-31,00:02,:(,2	
2013-12-31,00:06,:(,1	
2013-12-31,00:11,:(,1	
2013-12-31,00:19,:(,1	
2013-12-31,00:22,:(,2	
2013-12-31,00:37,:(,1	
2013-12-31,00:45,:(,1	
2013-12-31,01:13,:(,1	
2013-12-31,01:19,:(,1	
2013-12-31,01:33,:(,2	
2013-12-31,01:34,:(,1	
2013-12-31,01:38,:(,1	
2013-12-31,01:44,:(,1	
2013-12-31,01:48,:(,1	
2013-12-31,01:53,:(,1	
2013-12-31,02:10,:(,1	
2013-12-31,02:53,:(,1	
2013-12-31,02:55,:(,1	
2013-12-31,03:05,:(,1	
2013-12-31,03:47,:(,1	
2013-12-31,03:49,:(,1	
2013-12-31,03:57,:(,1	
2013-12-31,04:03,:(,1	
2013-12-31,04:16,:(,1	
2013-12-31,04:19,:(,1	
2013-12-31,04:23,:(,1	
2013-12-31,04:36,:(,1	
2013-12-31,04:40,:(,2	
2013-12-31,04:50,:(,1	
2013-12-31,05:19,:(,1	
2013-12-31,05:20,:(,1	
2013-12-31,05:32,:(,1	
2013-12-31,06:10,:(,1	
2013-12-31,06:20,:(,1	
2013-12-31,06:45,:(,1	
2013-12-31,06:56,:(,1	
2013-12-31,07:16,:(,1	
2013-12-31,07:27,:(,1	
2013-12-31,07:29,:(,1	
2013-12-31,07:35,:(,2	
2013-12-31,08:24,:(,1	
2013-12-31,08:25,:(,1	
2013-12-31,08:28,:(,1	
2013-12-31,08:37,:(,1	
2013-12-31,08:56,:(,1	
2013-12-31,09:37,:(,1	
2013-12-31,10:09,:(,1	
2013-12-31,10:10,:(,1	
2013-12-31,10:26,:(,1	
2013-12-31,10:33,:(,1	
2013-12-31,10:42,:(,1	
2013-12-31,10:49,:(,1	
2013-12-31,10:56,:(,1	
2013-12-31,11:01,:(,1	
2013-12-31,11:06,:(,1	
2013-12-31,11:08,:(,1	
2013-12-31,11:30,:(,1	
2013-12-31,11:46,:(,1	
2013-12-31,12:33,:(,1	
2013-12-31,13:13,:(,1	
2013-12-31,13:32,:(,2	
2013-12-31,13:35,:(,1	
2013-12-31,13:47,:(,1	
2013-12-31,13:49,:(,1	
2013-12-31,13:54,:(,1	
2013-12-31,14:01,:(,1	
2013-12-31,14:26,:(,1	
