SO,feel,FREE,1	
SOMEONE,feel,THE,1	
Seriously,feel,like,1	
Shay_Michaels,feel,so,1	
She,feel,Like,1	
She,feel,in,1	
Shelvey,feel,better,1	
So,feel,free,1	
Someone,feel,free,1	
Sorta,feel,like,1	
Statto_74,feel,free,1	
Still,feel,Dizzy,1	
Still,feel,Weak,1	
Still,feel,a,1	
Still,feel,drunk,1	
Still,feel,grim,1	
Still,feel,like,2	
Still,feel,slightly,1	
Still,feel,so,1	
Still,feel,terrible,1	
Stomic,feel,funny,1	
Strangers,feel,free,2	
Sundays,feel,good,1	
Sundays,feel,much,1	
T,feel,LIKE,3	
T,feel,LOVED,1	
T,feel,RIGHT,1	
T,feel,THE,2	
THEM,feel,WANTED,1	
TO,feel,A,1	
TO,feel,ABOUT,2	
TO,feel,IT,1	
TO,feel,LIKE,1	
TO,feel,TO,1	
TO,feel,TOO,1	
TO,feel,USEFUL,1	
TONIGHT,feel,THE,1	
TRUELY,feel,sorry,1	
Taylor_Stuhr,feel,better,1	
That,feel,when,4	
The,feel,like,1	
They,feel,cheated,1	
They,feel,every,1	
They,feel,guilty,1	
They,feel,if,2	
They,feel,sorry,1	
They,feel,stupid,5	
To,feel,Alive,1	
To,feel,At,1	
To,feel,Better,2	
To,feel,Everything,1	
To,feel,Loved,1	
To,feel,My,1	
To,feel,No,1	
To,feel,Nothing,1	
To,feel,On,1	
To,feel,Some,2	
To,feel,Special,1	
To,feel,Useful,1	
To,feel,fully,1	
To,feel,what,1	
Today,feel,like,1	
Tomcat,feel,The,1	
Truly,feel,blessed,1	
Twitter,feel,like,1	
U,feel,Happier,1	
U,feel,Like,2	
U,feel,ME,3	
U,feel,Me,1	
U,feel,Some,1	
U,feel,THIS,1	
U,feel,like,1	
U,feel,much,1	
U,feel,the,1	
Ugh,feel,sick,1	
Uh,feel,like,1	
VV,feel,all,1	
WANNA,feel,THIS,1	
WANT,feel,THE,1	
WE,feel,OLD,1	
WE,feel,ON,1	
WE,feel,THE,1	
WE,feel,TO,15	
WE,feel,U,1	
WanderingWalks,feel,like,1	
Wanna,feel,god,1	
Wanna,feel,important,1	
We,feel,each,1	
We,feel,for,1	
We,feel,free,1	
We,feel,like,1	
We,feel,nothing,1	
We,feel,the,1	
We,feel,very,1	
We,feel,your,1	
WhalenHaley,feel,better,1	
WhitesidesEdits,feel,better,1	
Who,feel,My,1	
Why,feel,sick,1	
Women,feel,a,2	
Wont,feel,a,1	
Woodbridge,feel,free,1	
YA,feel,ME,2	
YIANICYNN,feel,na,1	
YOU,feel,ABOUT,2	
YOU,feel,ALIVE,1	
YOU,feel,ALRIGHT,1	
YOU,feel,BETTER,3	
YOU,feel,BROKEN,1	
YOU,feel,LEFT,1	
YOU,feel,LIKE,1	
YOU,feel,ME,4	
YOU,feel,MIFFED,1	
YOU,feel,MY,3	
YOU,feel,REAL,1	
YOU,feel,SLIMY,1	
YOU,feel,THE,1	
YOU,feel,WANTED,1	
YOU,feel,about,1	
YU,feel,ME,1	
Ya,feel,Me,1	
Ya,feel,me,8	
Yet,feel,like,1	
YoU,feel,LiKe,1	
You,feel,A,2	
You,feel,About,1	
You,feel,Better,1	
You,feel,Feelings,1	
You,feel,It,1	
You,feel,Like,7	
You,feel,Me,1	
You,feel,My,7	
You,feel,Right,1	
You,feel,Some,1	
You,feel,The,1	
