1000005889,ALLAH,1	
1000162464,ALLAH,1	
1000614008,ALLAH,2	
1001577416,ALLAH,1	
1002169290,ALLAH,1	
100239824,ALLAH,1	
1002436076,ALLAH,1	
1002453540,ALLAH,1	
1002679070,ALLAH,1	
1003904144,ALLAH,1	
1004192024,ALLAH,1	
1004430218,ALLAH,1	
1004561130,ALLAH,1	
1004863850,ALLAH,1	
1004914945,ALLAH,1	
1005425953,ALLAH,1	
1006094077,ALLAH,1	
1006100791,ALLAH,1	
1006190540,ALLAH,1	
1006246574,ALLAH,1	
1006271023,ALLAH,1	
1006653686,ALLAH,1	
1006891118,ALLAH,1	
1006979383,ALLAH,1	
1007026178,ALLAH,1	
1007144550,ALLAH,1	
1007237911,ALLAH,1	
1007240148,ALLAH,1	
1007370986,ALLAH,1	
1007905746,ALLAH,1	
1008440178,ALLAH,1	
1008478508,ALLAH,1	
1009095098,ALLAH,1	
1009117454,ALLAH,1	
1009415935,ALLAH,1	
1009572672,ALLAH,1	
100963386,ALLAH,1	
1009663813,ALLAH,1	
1009678519,ALLAH,1	
1009744309,ALLAH,2	
1009749523,ALLAH,1	
1009858538,ALLAH,1	
1009912962,ALLAH,1	
1010334992,ALLAH,1	
1010541871,ALLAH,1	
1011019530,ALLAH,1	
1011159452,ALLAH,1	
1011286675,ALLAH,1	
1011452034,ALLAH,1	
1011789085,ALLAH,1	
1011823122,ALLAH,1	
1011945943,ALLAH,1	
1011992611,ALLAH,1	
1012098438,ALLAH,1	
1012662523,ALLAH,1	
1012688484,ALLAH,1	
1012738302,ALLAH,1	
1012873196,ALLAH,1	
1013111257,ALLAH,1	
1013430032,ALLAH,1	
1013648222,ALLAH,1	
1013873148,ALLAH,1	
1014015272,ALLAH,1	
1014051864,ALLAH,1	
1014230166,ALLAH,1	
1014372246,ALLAH,1	
1014586848,ALLAH,1	
101468398,ALLAH,1	
1014793280,ALLAH,1	
1015128960,ALLAH,1	
1015308618,ALLAH,1	
1015668054,ALLAH,1	
1015800594,ALLAH,1	
1015980114,ALLAH,1	
1016063473,ALLAH,1	
1017142452,ALLAH,1	
1017186650,ALLAH,1	
1017206540,ALLAH,1	
1017214662,ALLAH,1	
1017268610,ALLAH,1	
1017320016,ALLAH,1	
1017457333,ALLAH,1	
1017714540,ALLAH,1	
1017781890,ALLAH,1	
1017999390,ALLAH,1	
1018050752,ALLAH,1	
1018259641,ALLAH,1	
1018361455,ALLAH,1	
1018390040,ALLAH,1	
1018476049,ALLAH,1	
1018550911,ALLAH,1	
1019557320,ALLAH,1	
1019594479,ALLAH,1	
1019745800,ALLAH,1	
1019884082,ALLAH,1	
1020103891,ALLAH,1	
1020201685,ALLAH,1	
1020342096,ALLAH,1	
1020372655,ALLAH,1	
1020600242,ALLAH,1	
1020610801,ALLAH,1	
1020693174,ALLAH,1	
1020924038,ALLAH,1	
1021971932,ALLAH,1	
1022062873,ALLAH,1	
1022107453,ALLAH,1	
1022192653,ALLAH,1	
1022257328,ALLAH,1	
1022484817,ALLAH,1	
1022645232,ALLAH,1	
1023180702,ALLAH,1	
1023708175,ALLAH,1	
1023776160,ALLAH,1	
1023795654,ALLAH,1	
1023839142,ALLAH,1	
1023892489,ALLAH,1	
1023940316,ALLAH,1	
1024040684,ALLAH,1	
1024056776,ALLAH,1	
1024256604,ALLAH,1	
1024277300,ALLAH,1	
1024543080,ALLAH,1	
1024642561,ALLAH,1	
1024683602,ALLAH,1	
1024866787,ALLAH,1	
1024884810,ALLAH,1	
1024907144,ALLAH,1	
1025065304,ALLAH,1	
1025158388,ALLAH,1	
1025445608,ALLAH,1	
1025779249,ALLAH,2	
1026080384,ALLAH,1	
1026262608,ALLAH,1	
1026494149,ALLAH,1	
1026516655,ALLAH,1	
1026752174,ALLAH,1	
1026924494,ALLAH,1	
1026981193,ALLAH,1	
1027074643,ALLAH,1	
1027288496,ALLAH,1	
1027796598,ALLAH,1	
1028304128,ALLAH,1	
1028932422,ALLAH,1	
1028954935,ALLAH,1	
1029160207,ALLAH,1	
1029250124,ALLAH,1	
1029316411,ALLAH,1	
1029325261,ALLAH,1	
1029563240,ALLAH,1	
1029564630,ALLAH,1	
1029785640,ALLAH,1	
1030037790,ALLAH,1	
1030250119,ALLAH,1	
1030683374,ALLAH,1	
1030804718,ALLAH,1	
1031024006,ALLAH,1	
1031259468,ALLAH,1	
1031267563,ALLAH,1	
1031324174,ALLAH,1	
1031588287,ALLAH,1	
1032309650,ALLAH,1	
1032407521,ALLAH,1	
1032463921,ALLAH,1	
1032644510,ALLAH,1	
1032645240,ALLAH,1	
1032755083,ALLAH,1	
1033130047,ALLAH,1	
1033201070,ALLAH,1	
103333956,ALLAH,1	
1033576524,ALLAH,1	
1033725822,ALLAH,1	
1033843898,ALLAH,1	
1034420004,ALLAH,2	
1034889974,ALLAH,1	
1035023359,ALLAH,1	
1035087295,ALLAH,1	
1035169998,ALLAH,1	
1035229356,ALLAH,1	
1035752358,ALLAH,1	
1036062866,ALLAH,1	
1036648314,ALLAH,1	
1037193937,ALLAH,1	
1037333857,ALLAH,1	
1037596351,ALLAH,1	
1037620214,ALLAH,1	
1037653380,ALLAH,1	
1037930072,ALLAH,1	
1037958204,ALLAH,1	
1037995969,ALLAH,1	
1038182437,ALLAH,1	
1038633996,ALLAH,1	
1038967850,ALLAH,1	
1038986784,ALLAH,1	
1039361846,ALLAH,1	
1039497439,ALLAH,1	
1039582214,ALLAH,1	
1039674679,ALLAH,1	
1039827420,ALLAH,1	
1039912998,ALLAH,1	
1040129838,ALLAH,1	
1040162568,ALLAH,1	
1040166451,ALLAH,1	
1040235242,ALLAH,1	
1040310144,ALLAH,1	
1040322456,ALLAH,1	
1040356489,ALLAH,1	
1040399852,ALLAH,1	
1040502896,ALLAH,1	
1040672714,ALLAH,1	
1040822839,ALLAH,1	
1040904247,ALLAH,1	
1041816336,ALLAH,1	
1041821826,ALLAH,1	
1041875383,ALLAH,1	
1041885860,ALLAH,1	
1041999410,ALLAH,1	
1042111476,ALLAH,1	
1042726820,ALLAH,1	
1042751815,ALLAH,1	
1042876008,ALLAH,1	
104290476,ALLAH,1	
1043493338,ALLAH,1	
1044215384,ALLAH,1	
104421803,ALLAH,1	
1044260490,ALLAH,1	
1044271177,ALLAH,1	
1044337249,ALLAH,1	
1044618294,ALLAH,1	
1044658412,ALLAH,1	
1044784974,ALLAH,1	
1044837997,ALLAH,1	
1044968142,ALLAH,1	
1045216026,ALLAH,1	
1045484288,ALLAH,1	
1045651482,ALLAH,1	
1045731720,ALLAH,1	
1045748408,ALLAH,1	
1046628092,ALLAH,1	
1046795964,ALLAH,1	
1046937517,ALLAH,1	
1047264679,ALLAH,1	
1047568862,ALLAH,1	
1047684475,ALLAH,1	
1047980582,ALLAH,1	
1048569228,ALLAH,1	
1048615225,ALLAH,1	
1048720483,ALLAH,1	
1048849879,ALLAH,1	
1048887128,ALLAH,1	
1048957944,ALLAH,1	
1049363258,ALLAH,1	
1050160676,ALLAH,1	
1050240708,ALLAH,1	
1050345625,ALLAH,1	
1050847040,ALLAH,1	
1050909710,ALLAH,1	
1051088203,ALLAH,1	
1051229449,ALLAH,1	
1051261448,ALLAH,1	
1051409461,ALLAH,1	
1051578546,ALLAH,1	
1052246785,ALLAH,1	
1052532998,ALLAH,1	
1052740004,ALLAH,1	
1053060426,ALLAH,1	
1053402169,ALLAH,1	
1053437244,ALLAH,1	
1053508327,ALLAH,1	
1053649723,ALLAH,1	
1053812348,ALLAH,1	
1054388341,ALLAH,1	
1055231696,ALLAH,1	
1055559582,ALLAH,1	
1055685564,ALLAH,1	
1055697600,ALLAH,1	
1055735832,ALLAH,1	
1055763704,ALLAH,1	
1055780916,ALLAH,1	
1055873478,ALLAH,1	
1056080172,ALLAH,1	
1056230102,ALLAH,1	
1056321229,ALLAH,1	
1056400152,ALLAH,1	
1056436308,ALLAH,1	
1056576026,ALLAH,1	
1057198026,ALLAH,1	
1057371950,ALLAH,1	
1057468256,ALLAH,1	
1057540333,ALLAH,1	
1057683018,ALLAH,1	
1058204502,ALLAH,1	
1058567978,ALLAH,1	
1058736086,ALLAH,1	
1059025290,ALLAH,1	
1059082172,ALLAH,1	
1059943598,ALLAH,1	
1060116780,ALLAH,1	
1060151996,ALLAH,1	
1060433642,ALLAH,1	
1060548206,ALLAH,1	
1060559988,ALLAH,1	
1061060070,ALLAH,1	
1061072204,ALLAH,1	
1061092177,ALLAH,1	
106148201,ALLAH,1	
1061599578,ALLAH,1	
1061676709,ALLAH,1	
1061986112,ALLAH,1	
106252316,ALLAH,1	
1062740485,ALLAH,1	
1063003662,ALLAH,1	
1063497036,ALLAH,1	
1063776950,ALLAH,1	
1063784083,ALLAH,1	
1063903260,ALLAH,1	
106393100,ALLAH,1	
1064206082,ALLAH,1	
1065079800,ALLAH,1	
1065237692,ALLAH,1	
1065296474,ALLAH,1	
1065838938,ALLAH,1	
1066116732,ALLAH,1	
1066356366,ALLAH,1	
1067041890,ALLAH,1	
1067194752,ALLAH,1	
1067275464,ALLAH,1	
1067401674,ALLAH,1	
1067709049,ALLAH,1	
1068094152,ALLAH,1	
1068277669,ALLAH,1	
1068449006,ALLAH,1	
1068773570,ALLAH,1	
1068840530,ALLAH,1	
1068941275,ALLAH,1	
1069761919,ALLAH,1	
1069767488,ALLAH,1	
1070242122,ALLAH,1	
1071103706,ALLAH,1	
1071144355,ALLAH,1	
1071558067,ALLAH,1	
1071698155,ALLAH,1	
1071889676,ALLAH,1	
1072002774,ALLAH,1	
1072011080,ALLAH,1	
1074232904,ALLAH,1	
1074256142,ALLAH,1	
1074878412,ALLAH,1	
1075689456,ALLAH,1	
1075843393,ALLAH,1	
1076300226,ALLAH,1	
1077083024,ALLAH,1	
1077356118,ALLAH,1	
1077561078,ALLAH,1	
1077594349,ALLAH,1	
1077601477,ALLAH,1	
1077608828,ALLAH,1	
1077792554,ALLAH,1	
1077822787,ALLAH,1	
1077960655,ALLAH,1	
1078198243,ALLAH,1	
1078406076,ALLAH,1	
