id;timeset;commclass
1006424;<[2003.0, 2005.0, 2006.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2006.0, 1]; [2007.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006425;<[2003.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2009.0, 5]; [2010.0, 4]>"
1006444;<[2003.0, 2005.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2008.0, 5]; [2009.0, 5]; [2010.0, 1]>"
1006446;<[2003.0, 2005.0, 2007.0, 2008.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 1]; [2008.0, 1]; [2010.0, 1]>"
1006449;<[2003.0, 2005.0, 2007.0, 2008.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 1]; [2008.0, 1]; [2010.0, 1]>"
1006456;<[2003.0, 2005.0, 2006.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2006.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006458;<[2003.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2008.0, 2]; [2009.0, 1]; [2010.0, 4]>"
1006459;<[2003.0, 2006.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2006.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 1]; [2010.0, 4]>"
1006466;<[2003.0, 2005.0, 2006.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2006.0, 1]; [2007.0, 1]; [2008.0, 3]; [2009.0, 5]; [2010.0, 1]>"
1006469;<[2003.0, 2005.0, 2007.0, 2008.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2007.0, 1]; [2008.0, 1]; [2010.0, 1]>"
1006471;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 3]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006473;<[2003.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 5]; [2009.0, 5]; [2010.0, 1]>"
1006474;<[2003.0, 2007.0, 2008.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 1]; [2008.0, 1]; [2010.0, 1]>"
1006488;<[2003.0, 2008.0, 2010.0]>;"<[2003.0, 1]; [2008.0, 1]; [2010.0, 1]>"
1006489;<[2003.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 5]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006491;<[2003.0, 2004.0, 2005.0, 2006.0, 2010.0]>;"<[2003.0, 1]; [2004.0, 1]; [2005.0, 1]; [2006.0, 1]; [2010.0, 1]>"
1006492;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006494;<[2003.0, 2010.0]>;"<[2003.0, 1]; [2010.0, 1]>"
1006495;<[2003.0, 2005.0, 2006.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2006.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 3]; [2010.0, 5]>"
1006501;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006504;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 3]>"
1006506;<[2003.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 5]; [2009.0, 5]; [2010.0, 1]>"
1006507;<[2003.0, 2005.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006513;<[2003.0, 2005.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2010.0, 1]>"
1006518;<[2003.0, 2010.0]>;"<[2003.0, 1]; [2010.0, 1]>"
1006521;<[2003.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 1]; [2010.0, 1]>"
1006526;<[2003.0, 2005.0, 2008.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2008.0, 2]; [2010.0, 5]>"
1006528;<[2003.0, 2005.0, 2006.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2006.0, 1]; [2007.0, 3]; [2008.0, 5]; [2009.0, 5]; [2010.0, 1]>"
1006530;<[2003.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006538;<[2003.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006539;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 0]; [2008.0, 5]; [2009.0, 1]; [2010.0, 5]>"
1006542;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 5]; [2008.0, 1]; [2009.0, 5]; [2010.0, 3]>"
1006546;<[2003.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006549;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 1]; [2008.0, 5]; [2009.0, 5]; [2010.0, 5]>"
1006552;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 1]; [2007.0, 5]; [2008.0, 2]; [2009.0, 5]; [2010.0, 1]>"
1006558;<[2003.0, 2004.0, 2006.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2004.0, 1]; [2006.0, 1]; [2007.0, 5]; [2009.0, 3]; [2010.0, 1]>"
1006560;<[2003.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 1]; [2008.0, 1]; [2009.0, 5]; [2010.0, 1]>"
1006562;<[2003.0, 2007.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 5]; [2009.0, 3]; [2010.0, 1]>"
1006563;<[2003.0, 2005.0, 2007.0, 2008.0, 2009.0, 2010.0]>;"<[2003.0, 1]; [2005.0, 5]; [2007.0, 1]; [2008.0, 5]; [2009.0, 3]; [2010.0, 1]>"
1006578;<[2003.0, 2007.0, 2010.0]>;"<[2003.0, 1]; [2007.0, 1]; [2010.0, 1]>"
